route_distance_km,planned_transit_days,customs_complexity_score,weather_risk_score,historical_route_delay_rate,cargo_value_usd,port_congestion_score,shipment_mode,carrier_type,origin_region,destination_region,shipment_priority,is_delayed
2331.9,3.55,1.186,4.98,0.3477,186494.17,2.583,air,standard,MENA,Africa,critical,1
2514.3,1.56,1.162,1.284,0.2626,8605.87,5.291,sea,premium,MENA,Africa,normal,1
4014.6,1.87,5.741,5.404,0.184,37596.35,1.613,air,low_cost,Africa,Europe,high,1
1742.6,3.31,2.624,4.89,0.4023,16250.69,3.989,sea,premium,Africa,Europe,critical,1
1828.6,1.0,3.164,6.43,0.3157,938.01,4.822,road,premium,MENA,Asia,normal,0
9381.5,8.61,3.152,3.587,0.1305,2560.07,3.355,air,premium,Asia,Africa,normal,1
190.3,4.09,0.614,6.136,0.0294,5240.51,3.188,air,low_cost,MENA,Asia,normal,0
279.0,1.0,3.982,6.804,0.1252,341253.33,2.714,air,standard,Asia,Europe,high,1
1178.6,2.78,4.048,3.876,0.3486,7894.04,1.462,air,standard,Asia,Asia,normal,1
260.9,1.0,1.85,2.229,0.1069,898.13,1.024,road,standard,Asia,MENA,normal,0
342.8,1.0,2.66,5.438,0.118,1280.06,3.873,sea,premium,Africa,Africa,normal,1
1923.3,1.0,3.633,4.19,0.3698,36826.37,3.838,road,low_cost,Asia,Africa,critical,1
3244.4,3.65,2.735,0.588,0.2913,2879.83,2.843,road,premium,MENA,Africa,high,0
1863.3,1.74,4.283,4.334,0.1232,1886.19,3.86,sea,premium,Europe,MENA,normal,1
3387.6,2.53,2.824,3.243,0.2689,5460.87,1.047,road,standard,Asia,MENA,critical,1
4462.3,1.93,1.939,7.573,0.2291,159367.96,3.26,air,premium,Africa,Africa,normal,1
2978.2,2.33,2.072,4.589,0.2627,6365.94,2.134,air,premium,Asia,Europe,critical,0
3380.8,1.98,3.171,2.766,0.0217,26957.66,2.848,air,low_cost,Africa,Europe,low,0
2059.1,1.0,2.894,4.291,0.1916,10417.26,2.027,road,standard,MENA,Europe,normal,1
1739.5,1.0,2.232,0.467,0.2398,2197.96,1.095,sea,premium,Europe,Asia,high,0
231.1,1.0,4.455,2.371,0.1101,3440.74,2.08,air,standard,Asia,Europe,normal,0
4622.5,2.72,0.326,5.494,0.1882,13791.74,2.352,sea,standard,Europe,Asia,normal,1
2879.3,2.41,2.116,3.285,0.2618,99.63,1.81,air,premium,Europe,Europe,high,0
3198.7,1.0,2.257,1.644,0.1035,1356.37,1.866,road,premium,Asia,Africa,normal,0
643.1,1.53,2.862,9.136,0.1709,1189.66,6.842,sea,standard,MENA,MENA,normal,1
1244.1,1.62,1.484,2.677,0.0475,10742.21,2.225,sea,standard,Asia,Europe,normal,0
1971.8,1.54,1.584,2.438,0.1402,1948.38,4.534,sea,low_cost,Asia,Asia,normal,1
926.2,1.31,1.882,1.349,0.4569,2347.55,1.949,sea,standard,MENA,MENA,low,1
2944.8,3.58,2.028,2.332,0.2336,6579.48,0.17,sea,premium,Asia,MENA,normal,0
2795.2,1.0,3.122,6.066,0.1267,328.98,1.082,air,standard,Asia,Asia,normal,0
2664.8,2.36,1.795,1.235,0.673,406.96,4.007,air,standard,Asia,Africa,high,1
4574.4,1.98,2.842,6.481,0.1865,15561.85,1.301,rail,premium,Asia,Africa,normal,1
2996.0,2.6,1.836,4.754,0.344,2193.66,5.655,rail,standard,MENA,MENA,normal,1
6139.8,4.28,6.317,3.127,0.2091,448.95,3.931,road,premium,Asia,Africa,normal,1
3072.0,2.52,1.762,2.339,0.2108,8268.16,1.256,air,low_cost,Asia,Europe,low,0
1470.2,2.5,2.064,1.843,0.433,3325.7,2.296,rail,low_cost,Europe,Africa,normal,1
2479.1,3.13,1.527,8.934,0.1448,29339.87,1.709,road,standard,Europe,Africa,normal,1
120.0,1.88,0.528,1.167,0.1657,8014.78,4.466,road,low_cost,Europe,Asia,normal,0
3226.1,2.18,0.51,2.593,0.3185,866.82,2.041,sea,low_cost,Europe,Asia,low,1
1277.7,2.2,1.097,4.862,0.3637,2241.42,0.365,air,premium,MENA,Asia,normal,0
2746.0,2.94,3.615,4.255,0.2476,10072.94,1.24,air,standard,Africa,Europe,normal,1
1452.1,1.02,0.535,5.329,0.2567,12229.71,1.732,rail,standard,Africa,Africa,high,0
926.9,1.26,0.805,3.649,0.6295,18627.3,4.268,sea,premium,Africa,Asia,high,1
7444.4,5.3,3.307,2.227,0.2218,1833.11,2.064,air,standard,Asia,Africa,critical,0
1429.0,3.13,2.098,3.266,0.1634,14230.29,4.568,sea,standard,Europe,Europe,normal,1
1215.8,2.28,4.02,2.425,0.0296,117377.42,1.258,sea,low_cost,MENA,Africa,normal,0
4133.0,2.85,3.84,4.368,0.3805,20401.51,2.133,air,standard,Africa,MENA,normal,1
1922.5,1.3,4.096,1.896,0.1737,12193.39,3.519,road,standard,Africa,Africa,low,1
1339.7,2.54,1.248,5.98,0.2725,2905.84,3.782,road,standard,Africa,Africa,normal,1
4214.8,4.92,1.123,2.307,0.1294,17511.02,2.818,road,premium,MENA,Africa,low,0
2422.5,2.49,0.693,3.888,0.2331,609.74,3.338,sea,low_cost,MENA,Africa,normal,1
4609.7,4.36,3.042,1.322,0.1178,6227.04,3.938,sea,premium,Asia,Europe,high,0
6286.3,6.25,1.948,7.925,0.4705,1281.11,4.929,sea,premium,Europe,MENA,normal,1
1883.8,1.55,1.209,0.65,0.3598,2207.5,1.987,sea,standard,Europe,MENA,normal,1
3974.5,3.25,1.394,3.147,0.3061,14173.34,4.968,air,standard,Europe,Asia,normal,1
6482.9,5.41,2.735,3.059,0.1402,175.99,3.792,sea,standard,Asia,Africa,normal,1
7651.9,5.09,5.602,6.908,0.3251,722.93,5.331,air,premium,Europe,Asia,normal,1
1578.6,3.59,2.521,3.754,0.1441,1962.69,5.047,sea,standard,Asia,Asia,normal,1
5073.8,3.36,3.886,1.94,0.3705,124.74,3.382,sea,premium,MENA,Africa,normal,1
283.8,1.0,2.215,3.341,0.1708,5959.46,1.7,air,premium,Africa,Europe,normal,0
3041.1,4.83,5.123,2.673,0.2888,2166.55,1.751,air,standard,Europe,Asia,critical,1
732.3,1.0,6.104,5.595,0.1905,12806.38,1.977,sea,premium,MENA,Asia,normal,1
1884.1,2.02,3.169,2.443,0.3505,6953.68,1.651,air,standard,Europe,Europe,normal,0
9920.7,6.32,2.043,3.323,0.3098,3339.48,4.196,rail,standard,MENA,Asia,low,1
4673.3,3.62,3.121,0.627,0.3969,1536.63,1.635,sea,standard,Asia,Africa,low,1
750.0,1.0,4.868,5.314,0.1694,25791.12,2.37,sea,standard,Europe,Africa,normal,1
999.7,1.0,1.505,0.54,0.5277,11021.61,4.014,sea,standard,Asia,Africa,critical,1
5420.3,4.14,2.033,0.7,0.2264,24866.68,2.14,air,premium,Africa,Africa,low,0
5300.4,4.32,3.596,1.464,0.2894,3665.14,2.579,rail,low_cost,Europe,MENA,normal,1
5493.1,5.24,3.498,0.779,0.1484,2494.44,0.421,sea,premium,Europe,Europe,critical,0
3030.5,1.0,4.6,3.463,0.2548,2346.07,4.113,road,premium,Africa,Africa,normal,1
4658.8,3.45,4.565,2.49,0.0764,62745.58,4.991,air,standard,Asia,MENA,normal,1
1956.0,1.59,4.608,1.804,0.3505,68311.75,2.267,sea,premium,Africa,Asia,normal,1
1887.3,1.68,7.577,3.413,0.4557,7205.0,3.975,sea,premium,Asia,Europe,normal,1
2907.7,2.48,2.807,3.994,0.1639,624.77,1.397,rail,premium,Asia,Africa,critical,0
1319.6,1.0,0.413,2.856,0.1609,6606.6,2.019,sea,standard,Europe,Africa,low,0
1140.1,1.0,0.433,3.074,0.1679,7920.71,1.624,sea,standard,Asia,Africa,high,0
3799.2,3.29,6.695,3.745,0.4037,19476.32,2.352,air,standard,MENA,Europe,normal,1
4038.8,2.0,2.637,1.965,0.293,986.91,2.472,sea,standard,Africa,Africa,high,0
1165.1,1.76,2.32,0.566,0.1969,8936.01,2.663,sea,standard,Europe,Asia,high,0
1586.6,1.0,5.827,2.092,0.4601,575283.68,3.636,sea,low_cost,Europe,Europe,high,1
3426.5,3.62,2.813,2.948,0.3293,862.6,2.278,air,standard,Asia,Asia,high,1
3223.1,2.58,1.765,2.045,0.35,13359.83,1.841,road,low_cost,Africa,MENA,high,0
3033.1,2.54,5.071,3.092,0.1371,13842.83,0.666,road,standard,Africa,Asia,low,0
1216.3,1.02,5.391,1.381,0.3424,1011.38,1.327,air,standard,Asia,Europe,low,0
10800.9,7.21,4.046,1.856,0.3867,13674.44,0.251,sea,standard,MENA,Asia,normal,1
1753.7,1.39,3.544,2.747,0.1191,4803.48,2.475,air,standard,MENA,Asia,normal,0
3527.9,4.27,3.135,6.973,0.1517,12312.28,0.982,road,premium,Africa,Asia,normal,1
922.9,1.0,2.479,0.454,0.1994,3811.16,3.136,air,standard,Europe,Africa,high,0
2423.4,1.34,3.239,2.426,0.3341,7786.69,3.108,road,premium,Europe,Asia,high,1
1140.8,2.53,4.235,2.045,0.212,7930.53,2.143,road,premium,Asia,Asia,critical,0
1696.4,2.61,2.935,3.141,0.0246,3470.78,2.065,road,low_cost,MENA,Europe,normal,0
3074.6,4.16,2.539,2.22,0.0412,3528.15,0.669,air,standard,MENA,Africa,high,0
6067.4,4.47,0.147,5.804,0.476,4372.36,2.258,rail,standard,Africa,MENA,high,1
1553.9,1.0,2.036,5.571,0.29,2939.53,1.352,air,standard,MENA,Asia,critical,1
2966.5,1.15,4.947,6.789,0.0998,3060.48,2.294,air,standard,Africa,Asia,high,1
3495.2,2.47,0.623,4.0,0.5024,689.62,5.765,sea,low_cost,Europe,Africa,normal,0
4168.2,4.19,2.82,2.035,0.3054,1768.75,2.423,sea,standard,MENA,MENA,low,1
401.3,1.0,1.323,2.775,0.201,526.46,1.951,road,standard,Europe,MENA,critical,0
4598.5,3.17,2.356,3.584,0.3475,21207.89,2.078,road,standard,Asia,Africa,high,1
3523.8,3.33,1.846,6.031,0.101,9460.8,2.036,sea,standard,Africa,Asia,high,0
3029.7,2.55,2.592,3.527,0.0692,9825.56,4.461,rail,standard,Africa,MENA,high,1
1401.8,1.0,3.076,1.574,0.4311,2430.53,5.794,air,low_cost,Europe,MENA,high,0
3230.4,1.45,1.884,1.357,0.2621,1383.69,1.733,sea,standard,Africa,Africa,high,0
8945.3,7.6,2.532,3.464,0.258,2558.77,3.688,air,standard,Europe,Africa,critical,1
5619.8,5.5,3.367,2.381,0.3979,1685.89,5.726,rail,standard,Asia,Europe,critical,1
1876.6,1.0,0.653,1.9,0.2528,439.95,1.876,air,standard,Asia,MENA,normal,0
2997.2,2.01,4.843,4.628,0.5134,4663.09,1.336,air,low_cost,Europe,Africa,low,1
3065.6,3.34,2.919,1.165,0.0765,1958.35,1.558,sea,standard,Europe,Europe,low,0
2101.9,1.0,4.002,4.573,0.1973,5190.89,1.732,rail,standard,Europe,Europe,normal,1
775.5,1.46,3.215,2.565,0.1708,1229.53,1.354,road,standard,Asia,Europe,high,0
1902.1,1.38,3.857,3.708,0.2663,703.27,3.6,road,standard,Asia,Asia,high,1
3710.0,1.51,0.437,5.667,0.1615,4778.23,1.102,road,premium,Europe,MENA,normal,0
1868.3,3.88,4.105,1.693,0.1932,262.41,1.215,road,standard,Asia,MENA,normal,1
2422.4,1.71,1.677,4.614,0.3614,22647.61,2.966,sea,low_cost,Africa,Europe,normal,0
6116.7,5.21,3.8,3.219,0.0495,5698.62,1.619,sea,standard,Europe,Asia,high,1
2434.0,1.0,0.896,3.186,0.1909,2595.94,0.765,road,premium,Asia,Africa,normal,0
2553.7,4.07,1.537,1.4,0.4965,3874.74,1.997,road,standard,MENA,Europe,low,1
2804.2,4.71,4.371,4.202,0.2718,32276.26,2.638,sea,standard,MENA,Asia,normal,1
1734.8,1.0,1.513,4.183,0.3015,3908.46,4.554,air,standard,MENA,Africa,normal,1
4699.4,3.44,4.343,1.834,0.0893,5214.24,5.42,road,standard,MENA,Asia,normal,1
925.7,2.71,3.431,4.484,0.1174,1734.73,5.119,air,standard,MENA,Asia,high,0
1727.6,1.09,0.855,3.757,0.379,34524.62,3.174,rail,low_cost,Europe,Europe,critical,1
3008.7,3.0,4.574,2.344,0.3179,8320.04,1.872,air,premium,MENA,Africa,low,1
1960.5,1.0,3.3,4.744,0.0309,30187.12,3.05,air,premium,Asia,Africa,normal,0
7189.4,4.35,1.316,2.097,0.4659,284.02,0.651,road,standard,MENA,Asia,normal,1
2572.5,2.58,3.423,4.832,0.1639,1015.14,1.489,air,premium,Asia,Africa,normal,0
2519.8,1.47,3.548,0.891,0.1298,5091.31,5.121,air,standard,Europe,Asia,normal,0
1162.3,1.0,0.281,2.942,0.2911,14388.86,2.35,sea,standard,Europe,Asia,low,1
1992.4,1.0,1.49,2.115,0.1455,20898.33,1.22,road,premium,Africa,Africa,low,0
4559.4,4.32,2.453,1.986,0.1871,4852.88,3.337,air,standard,MENA,Europe,high,0
1462.0,1.0,1.328,1.662,0.2057,1450.65,2.208,sea,low_cost,Asia,Europe,low,0
516.3,2.69,2.132,0.823,0.18,1487.73,0.455,road,standard,Asia,Europe,high,0
2263.4,1.19,2.732,1.399,0.3273,33011.32,3.081,rail,standard,Europe,Asia,normal,1
2663.3,3.24,3.672,1.361,0.3111,10675.21,2.643,sea,standard,Africa,Europe,normal,1
1821.8,2.56,2.183,3.071,0.2793,20113.54,0.602,air,premium,MENA,MENA,low,0
6178.1,3.44,1.516,0.548,0.3055,70792.49,2.588,air,premium,Africa,MENA,low,0
9904.4,6.41,4.077,7.693,0.0748,65.75,3.066,air,standard,MENA,Asia,normal,1
2994.3,1.95,2.791,1.355,0.3835,1156.99,1.511,air,standard,MENA,Asia,high,0
1976.5,1.35,2.43,4.988,0.2775,848.65,2.857,road,standard,Asia,Europe,critical,1
3711.4,1.42,3.619,0.308,0.2137,248.98,1.246,air,premium,Europe,Asia,low,0
6206.6,5.28,0.677,1.163,0.1866,9400.95,2.289,sea,low_cost,Asia,MENA,low,0
1557.1,1.0,5.623,3.746,0.2212,955.85,6.002,road,premium,Africa,Europe,low,1
4395.4,3.29,0.908,5.473,0.1726,1867.4,1.044,sea,standard,Asia,Asia,high,1
2261.7,3.22,6.302,4.575,0.4145,4688.31,3.09,air,standard,Europe,MENA,normal,1
5393.3,4.78,1.092,5.589,0.4,4833.11,2.312,road,standard,Asia,MENA,normal,0
1162.8,1.0,3.946,1.567,0.5423,40974.29,1.076,road,premium,Europe,Africa,high,1
6725.3,6.23,4.534,3.962,0.3653,8791.31,0.423,road,premium,Europe,Europe,high,1
3066.2,3.34,3.342,5.286,0.0965,237.11,1.1,air,standard,MENA,Africa,normal,0
3703.6,2.12,3.443,4.592,0.343,1832.47,0.401,air,standard,MENA,MENA,low,1
1003.8,1.0,1.995,5.477,0.4175,1493.98,3.841,rail,premium,Europe,Africa,normal,1
977.2,2.35,2.536,2.177,0.2721,71765.77,2.523,sea,standard,Europe,Africa,normal,0
3293.0,3.63,4.087,1.515,0.1965,36963.31,0.396,sea,standard,Africa,Africa,normal,0
3783.9,1.22,1.623,1.932,0.0687,4256.37,1.78,sea,premium,MENA,Europe,high,0
2114.3,1.0,5.728,3.681,0.404,1677.77,2.268,road,standard,Europe,Africa,low,1
4064.4,4.04,3.935,1.758,0.1581,8895.11,5.805,rail,premium,MENA,MENA,high,1
997.5,1.0,3.274,1.863,0.5158,9596.5,1.426,air,standard,Asia,Africa,normal,1
722.4,1.95,0.881,1.495,0.0936,4106.35,2.236,rail,premium,Asia,Africa,high,0
2817.4,4.7,1.089,2.008,0.2537,144.39,6.356,air,standard,MENA,Asia,low,1
963.5,1.59,0.837,4.906,0.0834,2460.69,2.263,sea,standard,Europe,Africa,normal,0
531.2,1.0,3.768,1.729,0.1169,2169.05,2.55,sea,standard,Africa,Asia,low,1
1245.3,1.54,3.239,4.247,0.0838,1797.93,2.805,air,standard,Asia,Europe,high,0
3692.1,4.2,1.615,1.701,0.4248,431.28,5.519,air,low_cost,Africa,Africa,low,1
3020.1,2.63,2.559,4.923,0.6387,15843.29,3.524,sea,standard,MENA,Asia,normal,1
6259.4,5.25,3.544,2.782,0.0928,4694.71,3.305,rail,low_cost,Europe,Europe,high,0
3168.9,1.65,3.181,3.117,0.4131,1735.41,6.316,sea,premium,MENA,Europe,high,1
1033.7,1.0,1.101,7.992,0.319,705.05,3.103,rail,standard,MENA,Asia,normal,1
3866.0,4.16,5.532,6.274,0.1419,1737.69,2.76,road,premium,Asia,Africa,normal,1
1521.7,1.0,0.105,2.823,0.1753,7127.95,1.436,sea,standard,Asia,Asia,normal,0
2082.9,1.0,3.041,0.573,0.4724,24060.97,0.912,road,standard,Europe,MENA,normal,1
1545.5,1.16,4.238,2.059,0.2022,25234.74,2.208,air,low_cost,Asia,MENA,normal,1
906.7,1.48,1.71,3.723,0.2066,1312.57,0.781,air,standard,MENA,MENA,low,0
13361.5,10.68,2.665,7.531,0.108,164794.8,2.114,road,standard,Asia,MENA,normal,1
1332.2,3.36,1.178,3.526,0.2778,125105.71,3.617,road,premium,MENA,MENA,low,1
458.4,1.0,1.696,4.206,0.1839,756.93,1.955,air,premium,Asia,Europe,normal,0
4191.4,4.08,5.487,2.364,0.2355,1026.75,0.408,sea,standard,Asia,Asia,normal,0
333.5,1.0,3.935,5.295,0.354,3873.74,0.806,sea,premium,MENA,Europe,low,1
2275.6,2.44,2.338,7.339,0.2207,23690.1,3.439,road,premium,Europe,Europe,high,1
4637.9,3.37,1.134,4.466,0.1868,33006.67,1.056,sea,low_cost,Asia,MENA,high,1
799.1,1.5,2.121,0.52,0.565,9123.94,4.899,sea,low_cost,Africa,Africa,normal,1
2576.0,1.34,2.883,2.261,0.0805,13829.74,3.289,sea,standard,MENA,Asia,critical,0
2016.4,4.22,1.886,3.083,0.2389,5761.9,1.824,sea,standard,Africa,MENA,normal,1
1312.8,1.0,2.374,2.25,0.2803,8490.26,1.959,road,low_cost,Europe,Asia,normal,1
6271.6,5.37,0.088,3.942,0.1129,9237.71,2.005,road,premium,Africa,Asia,low,0
2002.5,2.22,2.515,1.153,0.4397,2061.58,2.298,sea,standard,Africa,MENA,normal,1
4132.3,3.7,2.351,5.429,0.23,110091.37,2.565,air,standard,MENA,Africa,normal,1
4912.6,2.36,4.595,3.59,0.0495,23654.34,1.71,air,low_cost,Europe,Asia,high,0
2199.4,1.0,1.812,2.556,0.1809,16306.4,1.297,road,low_cost,Asia,Europe,normal,0
1053.6,1.93,3.737,6.156,0.2666,3506.49,3.21,road,standard,Africa,Africa,normal,1
4993.7,5.44,4.13,4.463,0.4149,2107.6,1.843,air,premium,Europe,Europe,normal,1
2279.2,2.28,3.768,1.18,0.2818,498.87,2.77,air,standard,Asia,Europe,normal,1
2473.3,3.12,2.909,1.217,0.1044,3321.32,3.117,sea,premium,Africa,MENA,high,0
1903.3,1.22,2.962,5.139,0.2751,6870.8,4.807,air,low_cost,Europe,MENA,normal,1
4870.3,4.14,3.955,4.632,0.2517,879.12,6.381,road,premium,Asia,Africa,high,0
939.3,2.6,2.176,1.572,0.21,2826.5,3.518,sea,premium,Europe,Asia,normal,1
2497.4,1.79,2.947,4.443,0.5803,2917.68,3.821,air,standard,Europe,Europe,normal,1
1076.5,2.64,1.737,6.631,0.0315,14243.28,4.608,rail,standard,MENA,MENA,normal,1
1897.6,1.0,4.753,1.164,0.1176,12971.71,3.198,air,low_cost,MENA,Africa,high,0
5329.0,3.32,3.935,3.166,0.1746,1584.46,3.158,air,premium,Europe,Asia,normal,1
5283.8,4.68,1.119,4.949,0.3436,2947.29,1.219,air,low_cost,Africa,Asia,normal,1
2134.3,4.21,2.997,3.003,0.0561,2513.76,3.33,air,premium,Europe,Asia,low,0
3167.1,2.63,3.601,3.471,0.2599,1157.12,2.658,air,premium,Africa,Asia,normal,1
3123.0,1.34,5.107,4.175,0.3022,2383.9,0.699,air,standard,Europe,Europe,low,1
1080.6,3.48,4.486,1.335,0.1564,6756.39,6.389,air,premium,Asia,Asia,critical,1
3760.3,2.86,3.162,2.608,0.3141,559.22,3.869,air,standard,Asia,Asia,low,1
1184.8,2.09,0.921,7.759,0.3721,9646.15,2.573,sea,premium,MENA,Europe,normal,1
1809.0,1.3,2.806,0.693,0.4311,1270.44,4.903,road,premium,MENA,Asia,normal,1
479.7,1.0,2.828,3.758,0.3332,679.33,2.29,sea,standard,Africa,Europe,normal,1
4220.9,2.64,2.458,3.583,0.3234,1947.99,1.044,sea,premium,Europe,Europe,normal,1
4886.8,6.47,4.648,2.815,0.326,3840.0,0.859,sea,standard,Africa,Africa,high,1
3252.3,4.1,4.079,2.24,0.1101,9086.78,3.043,road,standard,Asia,MENA,low,1
2587.1,4.35,4.029,1.504,0.0826,2004.93,2.036,road,premium,Africa,MENA,normal,0
1732.4,1.0,5.002,5.346,0.1587,9234.41,4.107,air,standard,MENA,Asia,low,1
4296.4,1.17,3.142,2.337,0.1423,6288.79,2.17,air,standard,MENA,Asia,normal,0
