route_distance_km,planned_transit_days,customs_complexity_score,weather_risk_score,historical_route_delay_rate,cargo_value_usd,port_congestion_score,shipment_mode,carrier_type,origin_region,destination_region,shipment_priority,is_delayed
4648.5,3.68,0.816,7.206,0.5922,15610.7,2.207,sea,standard,MENA,Asia,low,1
3543.7,4.03,1.432,4.196,0.4439,2042.67,2.669,air,low_cost,Europe,Europe,normal,1
4078.6,2.56,2.947,8.953,0.5277,3771.59,2.623,sea,standard,Africa,Asia,high,1
3077.9,1.82,0.682,9.378,0.1548,1974.97,2.935,air,low_cost,Europe,Africa,normal,1
1614.5,1.0,3.78,4.997,0.1628,2384.01,1.377,air,premium,Europe,MENA,low,0
3208.0,3.44,3.355,10.0,0.0629,3392.0,3.564,road,standard,MENA,Asia,high,1
992.3,1.0,4.13,6.032,0.4717,2493.37,1.062,road,premium,Africa,Asia,normal,1
5823.5,3.98,2.6,7.248,0.0837,658.9,2.485,air,low_cost,Europe,Europe,low,1
1667.0,1.01,0.31,3.707,0.4522,154.97,1.624,road,premium,Africa,Asia,high,1
2310.6,2.41,5.505,4.205,0.2528,10834.96,1.706,sea,standard,Asia,Asia,critical,1
814.0,1.0,4.427,9.57,0.1838,21119.39,2.396,sea,standard,MENA,Africa,normal,1
871.8,1.0,2.666,4.752,0.2112,10548.2,1.401,air,premium,MENA,Asia,low,0
4221.5,2.86,3.331,5.437,0.1502,4348.63,2.063,sea,standard,Africa,Asia,normal,1
2329.7,2.56,1.64,5.902,0.2217,2368.68,3.213,road,standard,Asia,Europe,normal,1
3660.0,6.24,2.928,5.851,0.1326,3473.15,0.296,road,standard,Asia,Africa,normal,1
5183.7,5.69,1.103,8.148,0.3918,10534.08,3.617,sea,standard,Europe,MENA,low,1
5978.6,6.09,2.898,6.825,0.3351,11330.71,1.431,sea,premium,Africa,Europe,high,1
1526.2,1.0,8.31,7.284,0.492,1261.85,6.07,road,standard,Asia,MENA,normal,1
4276.8,1.69,1.91,10.0,0.2371,13489.5,6.692,rail,low_cost,Africa,MENA,low,1
6217.7,3.57,1.486,6.021,0.3187,2258.2,2.086,air,standard,Europe,Europe,normal,1
1930.1,1.0,3.536,5.756,0.3811,3236.99,2.157,air,premium,Europe,Africa,normal,1
3272.3,2.67,2.593,5.044,0.0235,1920.03,2.683,sea,low_cost,Africa,MENA,normal,0
1825.3,2.07,3.627,3.418,0.22,9955.48,2.44,sea,low_cost,Europe,Africa,low,1
2373.1,2.83,0.279,7.066,0.094,15927.62,5.591,air,premium,Africa,Asia,normal,1
2294.0,2.47,2.599,5.255,0.5471,1485.11,4.071,air,standard,Asia,MENA,high,1
775.6,2.74,2.948,8.32,0.255,9788.2,2.231,sea,standard,Africa,Europe,normal,1
1850.5,1.0,3.553,4.488,0.0794,2339.5,3.115,air,standard,Asia,Asia,normal,1
964.0,1.0,4.709,7.054,0.388,14475.05,3.208,road,premium,Europe,Asia,normal,1
712.6,1.0,5.765,5.626,0.1147,4485.19,4.303,air,standard,Asia,Africa,high,1
2855.8,1.0,3.879,10.0,0.3372,39584.46,0.522,road,low_cost,Asia,Europe,normal,1
3115.0,1.72,3.467,7.449,0.162,11083.71,1.342,road,premium,Asia,Asia,low,1
810.2,1.0,3.802,4.743,0.3566,22190.75,2.625,air,premium,Europe,Asia,normal,1
960.0,1.67,4.455,5.087,0.3795,7758.25,0.142,road,low_cost,Europe,Europe,low,1
1649.9,1.87,4.14,6.469,0.2563,19549.58,2.369,road,low_cost,MENA,Africa,normal,1
487.9,1.0,3.12,5.738,0.1334,4228.69,2.248,air,standard,Asia,Africa,high,1
1382.0,1.23,2.587,4.265,0.1799,17445.86,2.476,road,standard,Africa,MENA,normal,1
4277.1,3.08,2.329,3.748,0.0666,4349.57,4.07,air,premium,Asia,Asia,low,1
5263.5,3.23,2.842,7.613,0.1396,178096.61,4.842,air,standard,Asia,Asia,normal,1
849.5,1.55,2.869,4.693,0.1328,2851.14,4.656,sea,standard,Europe,Asia,low,1
3046.0,3.28,2.549,6.678,0.532,13371.56,3.441,road,low_cost,Asia,Europe,critical,1
998.6,2.11,2.296,4.224,0.1973,4809.58,4.577,air,low_cost,Europe,Africa,normal,1
477.4,1.0,5.352,6.292,0.0323,2239.94,4.107,air,premium,Europe,Asia,normal,1
854.2,1.35,1.967,6.275,0.104,7983.96,2.595,road,standard,Asia,Europe,low,1
4140.8,1.74,3.687,4.57,0.3832,36732.5,7.093,road,standard,Asia,Europe,low,1
901.0,2.51,2.908,4.717,0.2795,6778.38,5.69,sea,standard,Europe,Asia,high,1
7163.2,4.87,1.319,5.722,0.3823,28601.56,3.797,air,premium,Asia,Europe,normal,1
5627.2,5.39,2.595,6.572,0.116,17874.18,7.562,road,low_cost,Africa,Africa,high,1
3465.9,3.67,1.733,6.79,0.6609,7557.11,1.901,air,standard,Africa,Africa,low,1
6259.7,2.75,1.635,9.971,0.0792,3388.18,5.077,sea,low_cost,Asia,Europe,critical,1
3042.3,1.0,4.441,8.351,0.3961,29139.13,0.928,sea,standard,Asia,Europe,high,1
1981.6,1.0,1.372,6.218,0.1291,8668.83,6.287,air,standard,Africa,Europe,normal,1
2107.7,1.27,2.921,4.601,0.1444,45030.77,5.386,sea,standard,Africa,MENA,high,1
891.5,1.0,3.046,5.847,0.1449,34925.16,1.024,air,low_cost,Africa,MENA,low,1
6643.6,6.2,1.665,5.914,0.1388,7497.06,1.115,air,premium,Africa,Europe,low,0
701.9,1.0,4.436,6.819,0.4018,4796.03,4.147,road,premium,Asia,MENA,normal,1
3503.7,3.75,0.533,5.24,0.1589,4394.5,1.628,sea,standard,Europe,Africa,normal,1
3066.2,1.0,2.583,4.916,0.404,503.38,1.383,road,standard,MENA,Asia,normal,1
703.6,1.22,3.133,5.594,0.1772,4300.89,1.995,sea,standard,Asia,Europe,normal,1
490.1,1.0,2.706,6.93,0.273,9534.69,2.326,sea,standard,MENA,Europe,low,1
3067.4,1.36,1.948,10.0,0.4184,352.18,3.481,road,premium,Africa,Asia,high,1
1826.1,1.83,0.397,7.053,0.2333,13113.23,1.742,rail,premium,Europe,Europe,normal,0
4504.6,5.03,1.062,4.652,0.096,9422.27,1.894,air,standard,Europe,Africa,low,0
1406.6,3.54,2.428,5.674,0.0758,14700.66,4.061,sea,standard,Asia,Asia,low,1
1504.1,2.5,2.801,4.908,0.2501,20498.0,1.052,sea,standard,Europe,Europe,high,1
5566.0,4.38,1.518,6.62,0.2462,1647.36,2.701,air,standard,Africa,Africa,normal,1
4781.0,4.16,2.886,6.764,0.2744,505.48,3.085,sea,standard,Africa,Europe,low,1
2804.3,1.22,1.799,6.687,0.0542,98262.98,2.145,air,low_cost,MENA,Africa,normal,1
2295.2,1.0,0.756,7.76,0.2974,14400.17,5.076,sea,premium,Europe,Europe,normal,1
6103.3,2.02,1.71,5.485,0.1006,16000.81,4.948,sea,standard,MENA,Asia,low,1
9486.0,8.46,1.612,8.037,0.4487,3338.26,2.9,sea,premium,Europe,Africa,high,1
447.6,1.0,4.923,5.866,0.2591,869.65,2.919,rail,standard,Asia,Europe,normal,1
4947.6,2.75,1.766,4.355,0.2271,1565.46,1.338,road,standard,Africa,Asia,critical,0
7328.0,3.52,4.521,8.164,0.2082,373.1,1.382,rail,premium,Africa,Africa,normal,1
2312.5,1.84,2.945,7.099,0.0299,1164.15,2.363,air,premium,MENA,Asia,normal,0
6152.9,5.47,2.258,5.578,0.3816,4305.77,4.832,sea,premium,Africa,Africa,normal,1
3933.9,3.06,8.635,6.205,0.345,4506.38,2.053,road,standard,Europe,Africa,high,1
4021.6,1.59,1.536,6.941,0.346,16949.3,3.852,road,standard,MENA,Europe,low,1
3268.0,2.35,4.165,5.518,0.4911,20052.11,2.072,sea,premium,Africa,MENA,high,1
6568.3,5.86,0.728,4.711,0.2279,350.94,2.407,air,low_cost,Asia,MENA,normal,1
2279.9,2.27,5.588,6.338,0.2485,7720.33,0.38,air,premium,Europe,Europe,normal,1
4070.2,3.01,4.003,6.624,0.3079,35058.19,6.343,sea,standard,Africa,Asia,normal,1
1044.3,2.37,2.117,6.327,0.171,5775.65,2.8,sea,standard,MENA,MENA,high,1
198.8,1.5,1.843,6.499,0.278,1418.01,3.374,sea,premium,Asia,Europe,low,1
1375.9,1.0,4.651,7.333,0.2585,23885.66,7.065,air,low_cost,Europe,Africa,normal,1
4685.1,1.0,5.769,6.803,0.4,1351.7,2.451,rail,low_cost,Africa,Asia,low,1
6771.5,5.75,2.639,5.387,0.0499,596.56,3.52,sea,standard,Asia,Europe,normal,1
1990.1,1.22,3.263,5.814,0.1295,20136.17,2.05,air,premium,Europe,Africa,normal,0
1298.7,1.0,1.915,9.606,0.0734,2631.99,2.581,sea,premium,Asia,Africa,normal,1
5682.4,1.59,4.187,6.447,0.1463,7888.67,1.216,road,standard,Africa,Asia,low,1
3709.3,4.75,1.712,8.266,0.0877,1316.42,3.753,sea,premium,MENA,MENA,normal,1
2598.4,2.22,4.741,3.913,0.0691,129.75,2.378,sea,standard,Asia,Asia,critical,1
1590.6,1.0,2.78,9.247,0.1284,3018.94,0.843,road,standard,MENA,MENA,critical,1
9545.8,7.39,4.082,8.444,0.3618,1131.95,3.065,air,standard,MENA,Europe,normal,1
1854.4,1.0,1.304,5.108,0.1661,4410.56,1.229,sea,low_cost,Asia,Africa,high,1
6057.5,1.47,3.665,6.167,0.1343,803.2,4.657,air,standard,Asia,Asia,low,1
2422.2,2.51,2.925,6.134,0.2688,27850.67,2.772,air,low_cost,MENA,MENA,normal,0
5794.6,5.43,6.368,4.819,0.1882,31302.26,1.785,sea,premium,Europe,Asia,low,1
1544.7,2.75,3.024,6.246,0.6339,4282.3,5.196,sea,standard,Europe,Africa,critical,1
2443.2,2.17,4.849,3.756,0.1672,210.32,1.268,rail,standard,Africa,Africa,normal,1
7408.0,6.59,3.393,7.594,0.4698,4473.28,3.432,air,standard,Asia,Asia,high,1
214.3,1.0,3.866,7.696,0.6086,3467.21,5.505,sea,premium,Asia,Europe,normal,1
3974.9,3.79,4.388,5.312,0.2532,9746.73,5.59,road,standard,MENA,MENA,high,1
3206.7,2.59,1.243,7.944,0.1906,29549.78,2.893,road,premium,Europe,Europe,normal,1
2997.5,1.35,1.583,5.428,0.0743,12560.25,3.283,sea,premium,Africa,MENA,normal,1
2526.7,3.54,1.626,7.41,0.1258,4263.41,2.508,air,premium,Africa,Africa,high,0
6525.3,3.88,2.289,6.641,0.2337,8706.94,0.451,road,low_cost,Africa,Africa,normal,1
6370.5,5.73,4.265,5.445,0.1187,15238.32,1.114,rail,premium,Europe,Asia,low,1
400.8,1.0,2.37,6.537,0.1635,4454.01,0.156,road,standard,Asia,Africa,critical,1
2837.8,2.53,3.358,7.086,0.2089,1719.24,1.306,air,standard,Europe,Asia,high,1
3272.7,2.45,0.916,7.167,0.5445,4784.73,3.635,air,standard,Africa,Africa,high,1
2116.0,3.84,4.283,6.459,0.2555,5414.66,2.011,air,standard,Europe,Africa,high,0
501.6,1.07,3.437,5.817,0.3023,323.64,3.118,sea,standard,Asia,Asia,normal,1
7317.4,4.45,0.938,8.749,0.2491,9739.97,3.251,rail,low_cost,Europe,Europe,low,1
4765.5,2.85,5.085,5.012,0.2883,4169.08,2.205,sea,standard,MENA,Europe,normal,1
2437.7,1.0,4.31,3.193,0.1397,10271.16,2.721,rail,standard,Asia,MENA,high,1
1986.0,2.55,2.672,8.126,0.0906,3079.93,4.927,road,standard,Africa,Asia,low,1
4800.3,2.55,3.155,5.871,0.2381,2983.97,5.596,air,standard,Africa,Europe,normal,1
3644.0,4.11,0.812,5.728,0.5913,8167.27,1.453,sea,standard,MENA,MENA,high,1
2875.2,2.67,2.443,8.612,0.2203,9078.58,1.776,road,standard,Africa,MENA,low,1
243.9,1.16,3.971,5.222,0.54,35078.65,1.081,sea,premium,MENA,Africa,normal,1
2402.9,3.08,1.296,6.305,0.0702,4684.53,3.993,road,premium,Africa,Asia,high,1
1203.4,1.0,3.647,7.039,0.2606,4302.57,3.628,road,standard,Asia,Asia,low,1
2020.6,1.0,0.427,5.358,0.3311,4972.3,1.667,road,standard,Asia,Europe,critical,0
5172.7,2.85,2.366,8.359,0.1944,6901.07,2.877,air,standard,Europe,Asia,low,1
240.2,1.0,7.188,6.844,0.0545,5209.04,3.519,air,standard,MENA,MENA,normal,1
4889.9,3.23,2.818,6.972,0.3063,954.2,3.552,road,standard,Asia,MENA,normal,1
1259.7,1.0,6.138,5.606,0.539,1324.31,1.611,road,premium,Africa,Europe,high,1
1866.9,1.0,3.494,7.767,0.0418,333.34,2.107,air,standard,Europe,MENA,normal,1
5085.0,4.21,1.632,6.63,0.2768,2173.86,1.66,sea,standard,Europe,Europe,low,1
918.5,1.54,3.489,4.567,0.0694,8466.82,4.67,air,low_cost,Africa,Asia,normal,1
2670.1,2.04,5.149,4.819,0.2606,12200.02,4.307,rail,standard,Asia,MENA,critical,1
3041.7,4.55,1.537,6.541,0.1142,2202.15,3.482,road,premium,Asia,Europe,high,1
5324.3,3.77,2.606,3.738,0.3066,2923.68,1.466,sea,standard,Asia,Europe,low,1
3277.3,3.23,5.1,3.179,0.3628,1277.05,3.004,air,low_cost,Europe,Europe,normal,1
1163.3,3.28,2.394,5.862,0.0556,506.38,2.713,air,low_cost,Asia,Asia,low,0
3183.7,3.54,5.692,6.778,0.3259,6384.52,1.086,road,low_cost,Europe,Asia,normal,1
492.3,1.0,2.947,7.797,0.2167,76576.0,4.277,road,standard,Europe,Europe,normal,1
842.4,1.0,1.117,4.864,0.2085,36528.05,1.16,sea,standard,MENA,MENA,low,0
2509.5,3.9,3.401,3.722,0.2976,2324.25,2.682,rail,standard,Asia,MENA,low,1
4859.0,3.18,6.162,8.464,0.29,12018.33,2.163,sea,low_cost,Europe,Africa,normal,1
1466.5,1.0,4.232,4.627,0.2492,899.47,2.652,air,premium,Europe,Europe,normal,1
2985.8,4.36,4.167,5.103,0.3441,3840.34,7.545,road,premium,Europe,Africa,critical,1
2833.4,2.76,2.815,7.633,0.1264,11052.08,2.459,air,low_cost,Africa,Asia,low,1
5996.4,5.98,6.853,5.231,0.4121,21030.12,2.556,sea,premium,MENA,Asia,normal,1
985.3,1.0,4.455,9.69,0.2492,845.51,3.806,sea,standard,Africa,Europe,high,1
185.8,1.81,1.911,5.981,0.2226,8408.79,4.62,air,low_cost,MENA,Asia,normal,1
730.6,1.0,7.691,5.941,0.2188,10897.77,3.704,air,low_cost,MENA,Europe,normal,1
5396.7,5.26,0.892,5.437,0.4341,16939.19,2.476,sea,low_cost,Asia,Africa,high,1
1962.5,1.79,4.252,7.368,0.1909,6178.53,1.993,sea,premium,Asia,Africa,normal,0
3673.4,3.2,2.16,6.856,0.4457,337.8,1.649,air,standard,Asia,Europe,normal,1
3067.5,1.0,0.93,4.588,0.3321,5907.78,2.915,air,premium,Asia,Asia,normal,0
5285.9,3.99,2.746,5.603,0.0811,1510.0,1.278,air,standard,MENA,Africa,normal,0
326.9,1.74,4.03,4.869,0.1766,2174.38,0.49,sea,premium,Asia,Africa,normal,1
490.8,3.13,4.704,6.009,0.0506,6493.97,5.709,road,premium,MENA,Europe,high,1
1695.4,3.63,1.712,7.096,0.2709,3034.25,3.694,rail,standard,Asia,Asia,high,1
3541.5,3.83,2.349,6.385,0.2359,5659.82,5.917,sea,standard,Africa,Europe,normal,1
2165.8,1.74,1.002,5.462,0.0876,16599.52,2.666,road,premium,Europe,Africa,normal,0
3293.8,2.22,1.891,8.639,0.1574,10797.7,0.721,road,standard,Asia,MENA,normal,1
4280.5,2.17,2.857,8.615,0.1888,5040.12,1.13,sea,low_cost,MENA,MENA,low,1
895.2,1.0,2.367,8.789,0.2898,2318.04,5.015,air,low_cost,MENA,MENA,critical,1
793.7,1.0,5.987,5.259,0.2497,10076.84,3.531,sea,standard,Asia,Africa,high,1
3207.2,2.49,1.435,3.932,0.299,9881.69,3.657,sea,premium,Asia,Asia,low,1
3899.6,3.58,4.197,3.608,0.3243,6954.73,0.845,rail,low_cost,Africa,Africa,normal,1
3749.4,4.72,1.072,8.045,0.2118,38282.36,2.616,rail,premium,Europe,MENA,normal,1
10089.7,6.03,2.151,8.285,0.3466,105151.45,1.163,road,standard,Africa,Europe,critical,1
490.1,1.38,3.05,7.373,0.1518,1652.67,2.074,rail,low_cost,Africa,Africa,normal,1
1300.6,1.0,4.164,5.923,0.1706,1738.63,1.905,road,standard,Africa,Europe,critical,1
2141.3,1.46,3.877,5.569,0.2175,3930.06,6.873,sea,standard,Africa,Asia,normal,1
6917.6,4.75,2.152,5.018,0.3649,559.21,1.408,air,standard,Asia,Asia,normal,1
3981.2,3.67,2.441,5.724,0.0481,40841.53,4.789,road,standard,MENA,Africa,low,1
2146.0,2.63,4.954,4.837,0.3693,6042.1,1.968,sea,standard,Europe,Asia,normal,1
466.2,1.43,3.172,4.817,0.3333,145.68,3.33,road,premium,Asia,Asia,normal,0
594.3,1.53,1.38,6.718,0.4228,12922.41,1.139,road,premium,Europe,Asia,high,1
2099.9,4.58,2.839,8.368,0.4151,5944.41,6.685,sea,standard,Europe,Asia,normal,1
3694.8,1.0,3.715,6.638,0.3035,1486.2,2.294,sea,standard,Europe,Asia,normal,1
1830.5,1.0,2.188,7.849,0.3833,15973.32,0.313,sea,low_cost,Africa,MENA,low,1
2637.1,3.43,2.645,5.372,0.349,2756.52,3.286,rail,low_cost,MENA,Africa,critical,1
124.3,1.0,1.552,5.171,0.1453,694.66,0.266,sea,low_cost,Europe,Europe,low,0
2397.8,1.0,0.998,6.125,0.2868,24486.43,1.576,road,low_cost,Europe,Asia,normal,1
2472.9,1.63,2.958,6.2,0.3531,408.91,6.225,road,low_cost,Europe,MENA,critical,1
3720.1,1.0,3.748,9.98,0.2592,13070.38,1.246,sea,standard,Africa,Africa,normal,1
5110.7,4.35,3.988,4.962,0.0251,9850.95,0.757,air,low_cost,Asia,Europe,normal,0
1299.3,1.0,4.644,6.364,0.1085,1302.54,0.768,road,standard,Asia,MENA,normal,1
3788.0,2.96,3.051,9.029,0.2354,8178.37,1.871,sea,standard,Asia,Europe,high,1
3583.2,2.35,1.107,4.275,0.3738,12814.67,3.475,air,standard,Africa,Africa,normal,1
1541.8,1.0,0.903,6.921,0.2819,592.53,1.198,air,standard,Asia,Europe,normal,1
3390.0,2.61,2.524,5.189,0.4096,8768.92,3.244,sea,low_cost,Africa,Asia,normal,1
764.9,2.2,2.445,4.365,0.539,3810.56,4.117,sea,standard,Europe,Asia,critical,1
1080.2,3.07,2.629,5.225,0.4645,752.28,4.404,rail,standard,Asia,Europe,normal,1
2013.2,2.4,4.624,10.0,0.2057,1523.98,1.202,sea,standard,MENA,Asia,normal,1
3308.3,4.78,2.377,6.303,0.1617,46473.6,2.886,air,standard,Asia,Asia,low,1
2112.1,1.0,1.405,5.785,0.3369,29090.79,6.956,road,standard,Europe,Asia,normal,1
4123.9,4.28,5.049,7.182,0.1087,2259.48,4.463,air,standard,MENA,Asia,low,0
3025.0,3.4,1.578,5.782,0.4574,15508.19,2.511,air,standard,Asia,Asia,low,1
2585.6,1.88,0.872,7.404,0.0352,6699.92,4.717,rail,premium,MENA,Europe,normal,1
3545.6,3.21,3.409,3.217,0.156,3991.76,3.281,sea,premium,Africa,MENA,normal,1
4397.3,2.75,3.52,6.385,0.0566,5874.54,3.337,sea,low_cost,MENA,MENA,low,1
2759.3,1.67,3.262,4.647,0.1356,51068.36,1.797,air,standard,Asia,Europe,critical,0
244.2,1.0,0.897,4.436,0.2253,825.24,2.692,road,standard,Europe,MENA,normal,1
1785.6,1.0,4.082,5.895,0.279,306.41,4.434,rail,premium,Africa,Asia,low,1
5585.5,5.43,2.07,8.149,0.3269,395.21,0.588,rail,low_cost,Africa,MENA,normal,1
204.5,1.57,0.398,6.748,0.3832,322.64,4.278,sea,standard,Africa,Europe,normal,1
2961.9,1.88,2.178,7.608,0.187,4013.84,1.058,road,standard,MENA,Africa,normal,1
1303.8,1.99,3.426,5.386,0.1661,339.69,2.582,sea,standard,Africa,MENA,normal,1
552.5,1.0,2.69,4.645,0.2806,3918.1,3.015,sea,premium,MENA,MENA,normal,1
2243.0,3.21,3.813,4.525,0.2559,15616.36,2.628,rail,low_cost,Africa,MENA,normal,1
327.9,1.0,3.775,5.745,0.1966,2492.81,4.025,road,low_cost,MENA,MENA,low,1
1491.1,2.25,2.164,4.602,0.5634,4113.72,2.698,sea,standard,MENA,Asia,normal,1
704.4,1.2,4.478,5.184,0.6425,5488.84,6.234,road,standard,Africa,MENA,high,1
4482.8,3.78,0.763,4.939,0.2135,1803.74,1.564,rail,premium,Asia,Europe,high,0
5545.7,1.44,1.224,6.383,0.168,5776.35,6.707,road,low_cost,MENA,MENA,low,1
5436.5,1.0,0.146,4.965,0.1471,6481.86,0.177,air,standard,MENA,MENA,normal,0
2970.6,1.0,3.448,5.823,0.3186,10167.75,5.815,sea,premium,MENA,MENA,normal,1
703.2,1.0,1.72,5.957,0.1742,3374.29,0.101,air,premium,Europe,MENA,low,0
6208.3,3.67,5.405,10.0,0.2917,253935.79,1.606,sea,standard,MENA,Asia,low,1
1564.3,1.18,3.255,5.737,0.1262,4793.42,3.214,road,standard,Africa,Africa,normal,1
1600.8,2.57,1.451,6.02,0.119,238.65,3.487,sea,standard,Europe,MENA,normal,1
2783.3,1.19,1.214,5.592,0.1723,13813.26,6.386,air,low_cost,Europe,Africa,low,1
3701.4,3.9,4.852,5.632,0.2952,4066.84,1.971,sea,premium,Africa,Asia,normal,1
1888.5,1.49,3.553,6.402,0.3382,11876.69,1.994,air,standard,Europe,Africa,high,1
929.7,1.0,0.889,4.119,0.1175,8565.92,2.59,sea,standard,MENA,Africa,high,0
4419.1,2.02,2.054,9.78,0.1074,3272.7,2.689,road,low_cost,MENA,Europe,low,1
8309.8,6.61,2.809,7.857,0.1426,44140.62,2.925,air,standard,Africa,Europe,high,1
3001.6,1.16,3.936,6.702,0.3873,6790.91,3.33,air,standard,MENA,Asia,normal,1
6578.3,6.89,4.671,7.526,0.2494,19239.49,4.001,rail,standard,Europe,Africa,normal,1
2426.0,1.94,2.569,7.754,0.3583,435.2,2.033,road,standard,Asia,Africa,high,1
2490.9,4.07,2.388,6.401,0.3427,870.33,0.391,road,standard,Europe,Asia,normal,1
3418.8,1.0,0.918,6.419,0.371,279.98,5.369,rail,low_cost,Africa,Europe,high,1
1582.0,1.0,5.68,9.638,0.4488,3946.32,3.09,sea,premium,Africa,Asia,normal,1
1420.0,1.0,4.099,4.302,0.2952,1611.47,2.555,rail,low_cost,Africa,MENA,low,1
3489.5,4.07,2.913,5.59,0.1253,5730.11,4.009,rail,low_cost,MENA,Africa,critical,1
7582.2,6.5,2.303,6.27,0.4301,2695.33,3.639,sea,standard,MENA,Europe,normal,1
2730.1,2.36,3.839,6.135,0.1713,9566.7,2.091,air,premium,MENA,Asia,high,1
1265.6,1.0,3.338,6.154,0.4226,2181.58,3.809,sea,premium,Africa,Europe,normal,1
3216.6,3.01,1.437,3.932,0.3024,1752.75,2.973,road,premium,MENA,Asia,normal,1
2206.3,1.0,2.214,7.488,0.4795,12546.22,3.584,rail,standard,Europe,MENA,normal,1
4467.0,5.41,3.172,8.72,0.3127,965.71,1.682,road,standard,Europe,MENA,normal,1
5247.4,4.96,1.966,6.558,0.2422,80604.36,3.767,road,premium,Africa,MENA,normal,1
3334.9,1.0,2.391,8.686,0.4237,9099.37,1.849,road,premium,MENA,Africa,critical,1
3195.4,3.92,3.937,8.647,0.3115,3505.93,4.104,road,standard,MENA,Europe,normal,1
2010.0,2.24,3.941,10.0,0.3998,21195.14,2.023,sea,standard,Asia,Asia,critical,1
5198.1,2.84,2.144,7.252,0.1105,42093.11,2.504,road,premium,MENA,Africa,normal,1
4788.1,5.87,0.55,6.792,0.104,5640.91,5.091,air,standard,Europe,Asia,high,1
2400.4,2.78,3.574,5.003,0.1796,8639.45,1.18,road,standard,Africa,MENA,normal,1
4828.1,5.2,2.705,4.461,0.1808,90309.31,2.424,sea,standard,Asia,Asia,low,1
3129.9,1.05,4.835,8.878,0.108,339.4,3.212,sea,low_cost,Europe,Europe,normal,0
1089.1,1.0,2.715,4.241,0.2553,711.35,3.034,rail,low_cost,Asia,Africa,high,1
1838.5,2.72,4.258,8.318,0.3275,4463.46,4.177,air,premium,Europe,MENA,high,1
4954.5,3.11,7.436,6.255,0.2634,2773.23,4.109,rail,standard,Asia,MENA,critical,1
1623.6,1.56,2.351,7.32,0.0301,10566.4,0.746,air,standard,Africa,MENA,low,0
225.7,1.0,2.612,5.827,0.2933,5919.11,1.587,air,standard,Asia,MENA,low,1
4929.6,4.14,1.91,10.0,0.0989,756.72,1.451,air,standard,Europe,Asia,low,1
