route_distance_km,planned_transit_days,customs_complexity_score,weather_risk_score,historical_route_delay_rate,cargo_value_usd,port_congestion_score,shipment_mode,carrier_type,origin_region,destination_region,shipment_priority,is_delayed
2018.0,1.0,2.456,4.048,0.0791,2751.32,0.774,sea,standard,Europe,Europe,normal,0
710.6,2.53,3.402,0.692,0.0364,1339.85,2.404,sea,low_cost,Asia,Africa,normal,0
1449.8,1.0,2.276,5.002,0.1365,15691.76,0.996,road,standard,Asia,Asia,low,0
3141.3,4.24,2.651,8.224,0.298,4608.41,5.796,sea,low_cost,Africa,Africa,low,1
1093.3,1.0,3.868,3.54,0.1953,4363.64,3.229,road,premium,MENA,Asia,high,1
1514.0,1.0,3.761,7.247,0.1705,3449.34,3.712,sea,standard,Asia,Europe,normal,1
1150.4,1.0,0.682,2.942,0.2243,10427.27,1.281,sea,standard,Africa,Europe,critical,0
5835.8,3.68,1.08,0.518,0.1828,4385.26,2.704,road,low_cost,Europe,Europe,low,0
1647.7,1.0,0.832,2.354,0.2231,12647.57,3.782,air,standard,MENA,MENA,normal,0
3649.8,2.51,3.734,5.459,0.1529,27753.07,0.279,sea,standard,Africa,Asia,normal,1
951.5,1.05,1.869,6.84,0.3096,4168.1,5.567,sea,low_cost,Europe,Asia,high,1
1816.0,2.74,2.299,1.786,0.1847,1730.26,1.253,road,low_cost,Europe,MENA,normal,0
2133.1,3.03,2.643,1.305,0.1948,342.31,2.422,road,standard,Europe,Europe,normal,0
1858.8,2.4,2.04,1.269,0.1706,1520.86,3.172,road,low_cost,MENA,Asia,normal,0
3016.8,2.33,3.338,2.707,0.1714,1604.42,4.105,sea,standard,Asia,Europe,normal,1
7200.0,2.1,1.866,1.747,0.1488,4191.1,3.305,air,standard,Europe,Asia,high,1
3352.7,4.26,5.901,1.353,0.3873,5412.38,2.129,air,low_cost,MENA,Asia,normal,1
2150.7,1.68,0.405,5.943,0.1413,2265.22,2.29,sea,standard,MENA,Africa,high,1
2951.7,3.3,1.662,3.406,0.2466,97800.66,6.851,road,standard,MENA,Europe,low,1
2461.8,1.41,2.996,3.898,0.192,335.67,2.441,road,standard,MENA,Europe,normal,1
5643.2,5.47,1.255,3.367,0.3201,4090.89,3.005,sea,low_cost,Africa,MENA,low,1
1636.5,1.99,4.371,3.979,0.1447,471006.38,2.558,road,standard,Europe,Africa,normal,1
3518.0,5.06,0.83,1.468,0.1461,4888.0,1.971,air,premium,Asia,Asia,high,0
3321.6,2.36,3.411,8.532,0.2196,2771.65,0.727,sea,standard,Africa,Europe,high,1
2646.7,1.94,1.422,4.192,0.2187,6387.62,2.044,air,standard,MENA,MENA,low,0
1074.3,1.0,2.185,2.453,0.2547,9049.75,4.787,sea,standard,Asia,MENA,normal,0
817.1,1.0,2.327,5.189,0.1578,26591.31,1.302,air,premium,Asia,Asia,high,0
1259.1,1.75,3.304,4.533,0.3148,11011.64,1.502,air,standard,Asia,MENA,normal,1
1581.8,1.12,4.91,2.639,0.2812,5732.46,1.78,sea,premium,Africa,MENA,high,1
5113.5,4.51,3.45,0.453,0.0975,618.67,2.319,rail,standard,Europe,MENA,normal,0
2157.0,1.87,6.769,1.207,0.4796,2285.15,3.507,road,standard,Europe,MENA,normal,1
2090.7,2.14,0.474,0.73,0.2054,3581.66,0.574,rail,low_cost,Asia,MENA,low,0
2024.3,3.5,1.211,1.981,0.2081,2724.6,3.398,sea,premium,Africa,Asia,low,0
394.0,1.0,5.292,2.758,0.2839,4235.68,3.863,road,low_cost,Asia,Europe,critical,0
3299.4,1.82,0.308,2.417,0.2851,1504.38,2.955,road,premium,Asia,MENA,critical,0
1946.3,1.0,1.112,3.485,0.1135,7093.27,1.281,air,standard,Africa,Africa,normal,0
3136.7,2.07,1.191,2.974,0.3291,83249.94,2.56,road,standard,Europe,MENA,normal,1
4668.7,4.96,3.034,5.509,0.3443,27617.95,5.58,sea,low_cost,MENA,MENA,normal,1
3252.7,3.61,2.347,0.532,0.1573,2042.02,1.871,sea,premium,Europe,Europe,normal,0
3475.0,1.0,1.294,1.53,0.2491,2805.5,2.143,air,standard,Europe,Africa,normal,0
4099.0,4.34,2.909,0.784,0.5712,1510.9,5.674,sea,premium,Europe,Asia,high,1
1979.9,2.46,0.549,3.235,0.086,645.8,3.095,rail,standard,Asia,MENA,low,0
1537.7,1.74,4.706,3.111,0.0505,4840.27,1.486,air,premium,Africa,Asia,low,0
3558.9,1.51,2.835,2.046,0.3398,25012.04,1.701,air,standard,Asia,Europe,low,1
1261.1,1.08,0.742,5.262,0.4161,959.75,1.563,sea,standard,Europe,Asia,critical,1
831.3,1.0,4.8,2.931,0.2015,2002.71,2.033,sea,standard,Asia,Asia,high,1
1091.1,1.0,0.765,3.283,0.1388,1379.94,4.914,sea,standard,MENA,Africa,normal,1
7824.6,6.0,1.492,6.169,0.2219,5891.15,1.055,air,low_cost,MENA,Asia,normal,1
243.6,1.0,2.058,1.55,0.0877,11500.12,1.863,sea,standard,Africa,MENA,high,0
1057.1,2.2,0.062,4.657,0.259,950.8,1.966,sea,standard,Europe,MENA,low,1
3728.3,3.19,4.349,5.149,0.0795,5361.27,0.468,air,low_cost,MENA,MENA,normal,1
5585.1,3.08,4.203,2.07,0.3546,2955.69,2.417,sea,standard,MENA,Asia,normal,1
8195.2,6.54,2.781,4.25,0.3806,324.28,2.557,road,standard,Africa,Asia,normal,1
2228.2,2.03,0.591,2.951,0.1524,5880.07,2.423,road,standard,MENA,Asia,high,0
3164.2,3.58,2.48,2.138,0.3142,14483.88,4.567,air,standard,Asia,MENA,normal,1
1548.1,1.0,2.882,3.406,0.2547,26055.51,6.815,sea,low_cost,Europe,MENA,high,1
3485.1,4.59,4.644,1.328,0.1169,27363.84,3.704,sea,standard,MENA,Asia,normal,1
3203.5,2.64,1.177,2.75,0.1949,14302.78,1.706,air,standard,Europe,Asia,normal,0
5953.1,4.13,7.137,5.712,0.1712,2884.44,6.345,air,standard,Africa,Europe,normal,1
2851.3,1.0,3.298,1.651,0.0385,9932.46,3.44,air,low_cost,Asia,Asia,low,0
2127.5,2.84,4.587,2.143,0.4488,1070.99,1.933,road,standard,Asia,Asia,low,1
8626.9,5.68,5.558,4.977,0.22,10595.03,2.701,sea,standard,Europe,Asia,high,1
4073.8,5.13,4.827,3.522,0.2096,3527.22,0.605,sea,standard,MENA,Asia,low,1
1674.9,1.0,1.72,2.613,0.1742,4052.39,2.533,air,low_cost,MENA,Asia,normal,0
1554.8,3.26,5.206,5.932,0.2373,1101.09,3.543,road,standard,Africa,Africa,normal,1
1572.3,1.77,1.809,3.304,0.1168,14195.31,3.208,sea,standard,Asia,Europe,normal,1
2245.8,1.0,2.727,0.718,0.227,10355.27,0.854,sea,standard,Asia,Africa,low,1
2683.4,1.0,0.916,3.168,0.2974,2276.27,6.382,air,standard,Europe,MENA,high,1
2734.4,2.52,1.165,4.672,0.1953,1185.58,3.254,rail,low_cost,Africa,Europe,normal,1
1880.9,2.41,5.035,4.878,0.2924,4705.63,5.138,road,standard,Asia,Asia,low,1
859.8,2.93,4.775,1.501,0.2397,1957.14,3.251,air,premium,Asia,MENA,normal,1
8889.8,6.57,3.065,2.417,0.1291,11491.62,2.984,sea,standard,Europe,MENA,normal,1
585.2,1.79,4.064,2.579,0.2987,1348.09,0.887,air,low_cost,Asia,Asia,critical,0
4004.2,3.64,0.845,5.102,0.3355,6498.55,2.861,sea,premium,Asia,Europe,low,1
3790.2,5.13,2.078,2.554,0.2213,1405.51,2.539,air,standard,Africa,MENA,normal,0
6583.9,3.42,3.596,3.295,0.0518,3954.39,1.336,air,premium,MENA,MENA,critical,0
5797.6,4.69,0.924,3.016,0.4217,889.87,6.2,road,standard,Europe,Africa,low,1
1922.8,1.0,3.571,3.168,0.1099,2888.2,1.108,road,low_cost,MENA,Africa,normal,1
1460.3,1.67,0.977,1.623,0.0834,13254.4,2.618,sea,standard,Asia,MENA,normal,1
3152.4,1.0,6.324,3.291,0.215,8167.01,5.645,sea,standard,Africa,Asia,normal,1
1925.6,3.14,2.563,4.55,0.3719,69680.8,6.382,road,standard,Asia,MENA,normal,1
3226.7,2.63,3.586,5.129,0.1159,12164.2,0.969,air,premium,Africa,Asia,normal,1
2338.1,3.89,3.638,3.466,0.5129,8247.87,1.119,road,standard,Europe,Asia,normal,1
821.9,1.99,3.261,6.52,0.0833,4240.35,1.806,air,low_cost,Europe,Europe,low,1
4256.4,5.91,0.861,1.765,0.6264,3949.94,2.054,sea,low_cost,Europe,MENA,low,1
3881.5,2.89,4.017,3.803,0.0932,1782.07,2.959,air,premium,Asia,Europe,critical,0
3919.2,2.25,2.282,6.805,0.2249,2764.05,0.271,road,standard,Africa,Asia,normal,1
4908.3,4.93,0.81,2.008,0.0527,1904.4,4.753,road,low_cost,Europe,Asia,normal,0
12650.6,9.52,3.84,6.274,0.0608,1312.39,7.045,sea,low_cost,Africa,Africa,low,1
4709.9,3.94,3.647,3.768,0.44,14823.13,4.266,air,standard,Asia,Africa,critical,1
1535.3,2.12,4.294,0.482,0.0603,3371.45,3.295,road,standard,Asia,Africa,low,0
3721.9,3.18,1.073,1.928,0.4748,7263.83,2.832,sea,standard,Europe,Europe,normal,1
2823.9,2.7,3.957,0.864,0.1349,2365.62,3.944,sea,premium,MENA,Africa,normal,1
1369.6,2.51,2.022,3.18,0.2297,2470.52,1.902,air,premium,Africa,Asia,normal,0
2597.6,3.81,0.982,7.875,0.067,17426.92,0.986,air,standard,Africa,MENA,low,0
1643.6,2.65,1.444,1.676,0.5281,3227.02,2.193,road,standard,Europe,Europe,normal,1
3320.9,1.56,5.366,2.089,0.3806,9099.58,1.488,sea,standard,MENA,Europe,critical,1
5475.0,1.22,6.506,1.592,0.1779,38286.18,5.573,sea,standard,MENA,Asia,high,1
6389.1,4.38,0.436,5.039,0.1582,3261.76,3.189,air,standard,Europe,Europe,normal,0
3300.9,1.6,3.668,1.22,0.1978,5218.52,1.086,road,standard,Africa,MENA,normal,0
2869.2,5.33,1.073,1.63,0.2553,12840.1,2.431,sea,low_cost,Africa,Africa,high,1
1169.3,2.13,4.6,2.487,0.3361,10650.25,2.939,sea,standard,Africa,Africa,normal,1
373.3,2.24,2.09,6.045,0.0371,4737.57,3.761,sea,standard,Africa,Europe,normal,1
3384.3,2.25,3.222,3.431,0.365,97.45,3.352,air,premium,Asia,Asia,normal,1
2503.1,2.9,1.506,1.938,0.0424,2112.16,4.15,sea,standard,Africa,Asia,normal,1
1910.9,1.0,5.008,3.21,0.3313,230.88,2.208,road,standard,Africa,Asia,normal,1
1296.4,2.44,0.96,4.872,0.0279,16717.81,3.262,air,premium,Asia,MENA,normal,0
1601.4,1.0,3.728,6.702,0.2746,1538.88,1.911,road,standard,Asia,Africa,normal,1
5011.3,4.67,3.337,3.998,0.5953,6229.75,3.689,sea,standard,MENA,Europe,normal,1
1963.7,2.91,2.277,4.725,0.2202,66417.3,1.362,air,low_cost,Europe,Africa,low,1
1100.7,3.83,1.137,2.246,0.0355,5658.86,5.9,air,low_cost,MENA,Asia,normal,0
4329.9,1.73,7.626,0.774,0.2227,4465.01,3.252,air,standard,Asia,Asia,high,1
2461.8,3.27,3.645,3.258,0.1169,5255.29,0.397,road,standard,MENA,Asia,high,0
3088.7,2.74,1.639,6.639,0.3302,2273.76,2.964,road,premium,Europe,Africa,normal,1
2475.4,2.42,1.536,1.423,0.1437,1853.57,0.805,sea,standard,Africa,Africa,normal,0
1862.3,2.54,5.679,1.336,0.0102,7396.51,2.236,sea,premium,Africa,Asia,high,0
1383.0,2.13,4.715,0.463,0.1828,11811.35,0.53,sea,standard,Europe,Europe,normal,0
2076.3,1.0,1.484,1.756,0.171,3278.57,2.814,air,low_cost,Asia,MENA,normal,0
1216.0,1.98,2.37,1.779,0.1111,1478.2,3.282,air,low_cost,Europe,Europe,low,0
3773.0,1.91,0.478,2.325,0.3184,52736.08,3.704,sea,premium,MENA,MENA,high,0
2417.0,1.99,4.386,3.793,0.1959,3890.13,1.775,sea,standard,Europe,Africa,high,1
4068.4,2.98,2.708,2.821,0.1918,4794.96,4.122,air,standard,Africa,Europe,normal,1
2120.0,1.15,2.468,2.808,0.2205,443.99,3.664,road,standard,MENA,MENA,normal,1
4093.9,4.68,3.369,4.845,0.1698,65987.2,4.341,sea,low_cost,Africa,Europe,normal,1
4655.0,5.79,1.375,4.137,0.0863,20361.8,2.301,road,standard,Africa,Africa,normal,0
2300.3,1.24,5.053,1.134,0.1965,10177.58,0.647,air,premium,MENA,Europe,normal,0
3171.9,1.44,4.812,3.382,0.2915,5323.18,1.945,sea,standard,Europe,Africa,normal,1
5222.0,2.03,1.899,2.049,0.3574,4131.27,2.4,road,standard,Europe,Africa,low,1
2462.4,3.88,1.214,1.876,0.5068,15439.88,0.098,air,standard,Europe,Asia,low,1
2564.1,4.51,0.583,1.857,0.2943,8953.74,7.658,road,low_cost,Europe,MENA,low,1
6515.4,3.28,1.824,0.781,0.1603,9356.3,3.395,rail,premium,Asia,Asia,low,0
1964.1,1.0,4.447,1.627,0.4009,4100.5,2.986,sea,standard,Europe,MENA,high,1
2275.1,2.06,4.096,0.618,0.3521,9483.81,0.788,rail,premium,Africa,Asia,low,0
985.0,1.66,3.374,1.904,0.2892,38101.07,3.433,rail,low_cost,Asia,Europe,low,1
1892.2,2.05,1.694,6.394,0.0628,3119.83,3.676,air,low_cost,MENA,MENA,normal,1
6821.7,4.4,2.938,3.242,0.109,5897.8,2.566,rail,standard,Asia,Europe,normal,1
3798.5,3.69,1.902,5.422,0.3023,401.76,3.613,road,standard,Europe,Asia,normal,1
1956.1,1.0,2.936,3.965,0.07,3771.49,1.375,sea,premium,MENA,Asia,normal,0
2225.2,1.92,1.707,1.959,0.1273,423.25,1.227,air,premium,Europe,Asia,critical,0
8310.5,4.27,2.699,2.908,0.0492,79914.87,5.836,air,standard,Africa,Africa,high,0
4193.7,5.36,2.734,0.951,0.173,1550.84,0.768,air,premium,Africa,Europe,normal,0
3000.6,3.64,5.503,2.093,0.3253,1943.49,1.361,air,premium,Europe,MENA,high,1
2915.2,2.65,4.761,0.747,0.0855,254.94,4.685,road,premium,MENA,Africa,low,0
4248.2,3.57,2.148,3.935,0.2951,8203.96,2.406,sea,premium,MENA,Africa,low,1
4730.2,1.71,3.773,1.112,0.1227,2998.59,2.663,sea,standard,MENA,Europe,normal,0
2284.8,3.96,1.17,3.614,0.1445,3646.81,5.732,sea,standard,Asia,Africa,normal,1
4424.6,1.81,2.108,5.378,0.1652,3670.32,2.536,road,standard,Asia,Europe,normal,1
964.0,1.67,3.628,1.923,0.1189,5174.35,0.622,air,low_cost,Europe,Asia,normal,0
1567.0,1.92,0.979,3.705,0.2644,5340.22,4.178,road,standard,Europe,Africa,high,1
3110.4,1.76,4.389,1.297,0.5098,415.14,5.159,sea,premium,Africa,Asia,critical,1
4533.7,4.12,0.723,4.695,0.0319,113411.42,3.192,road,standard,Africa,Africa,critical,0
1402.4,2.8,1.405,4.937,0.1011,12402.6,5.984,road,low_cost,Europe,Europe,normal,1
2045.6,1.11,4.159,1.085,0.127,15337.17,1.922,road,standard,Asia,Europe,high,0
1342.2,2.57,2.643,5.403,0.3991,3609.83,0.969,sea,standard,Europe,Asia,high,1
1866.0,1.0,1.376,5.162,0.2963,75769.36,1.394,sea,standard,Europe,Europe,low,1
667.8,1.0,4.869,2.924,0.2836,6734.77,1.479,sea,premium,Europe,Europe,normal,1
3621.5,2.11,1.45,7.302,0.1296,2287.3,7.002,air,standard,Africa,MENA,high,1
1047.5,2.51,3.759,2.733,0.4795,76983.39,2.973,air,standard,MENA,Asia,low,1
699.7,2.56,0.314,2.711,0.1025,7618.8,3.028,rail,standard,Asia,Asia,normal,0
5472.0,4.38,5.6,2.997,0.4408,9071.96,0.572,air,premium,Asia,Europe,low,0
7168.6,2.25,5.704,2.453,0.3463,14063.81,1.828,air,premium,Asia,MENA,high,0
2811.5,2.43,2.365,2.693,0.4408,951.98,2.645,road,standard,Europe,Africa,low,1
4950.3,3.52,2.823,6.341,0.0645,2387.21,1.066,rail,low_cost,Asia,Africa,high,1
5736.1,4.83,1.782,2.138,0.3517,29857.91,3.969,sea,standard,Europe,Asia,low,1
9706.4,6.47,3.321,1.057,0.3242,812.69,3.281,sea,standard,Africa,Europe,low,1
2266.6,3.28,0.792,4.96,0.1579,14108.52,4.725,sea,low_cost,Europe,Asia,high,1
7113.4,5.58,1.167,6.706,0.2569,498.9,2.797,road,standard,Africa,Africa,high,1
2886.7,5.68,4.882,5.586,0.1683,1209.06,4.494,air,standard,Asia,Africa,low,1
4102.4,2.91,3.381,5.223,0.151,7052.74,2.925,rail,standard,MENA,MENA,critical,1
1021.9,1.33,3.454,2.333,0.2077,5584.5,4.464,sea,low_cost,Europe,Europe,normal,1
6294.6,2.54,2.188,4.23,0.1339,1769.03,2.094,sea,low_cost,Africa,Asia,high,1
5230.6,3.72,2.287,0.464,0.2733,1912.7,1.301,rail,premium,Europe,MENA,high,0
3982.4,3.51,2.566,3.147,0.1055,4875.92,1.692,sea,standard,Asia,MENA,normal,0
910.5,1.0,4.927,4.503,0.1066,44569.56,0.964,road,standard,Europe,Asia,normal,1
2446.5,4.42,3.025,1.952,0.14,2300.1,2.819,road,premium,Africa,Asia,normal,0
2945.7,2.59,5.286,1.663,0.5763,7132.89,2.59,sea,standard,Europe,MENA,normal,1
4136.0,3.25,5.243,3.302,0.2432,34463.43,3.452,road,low_cost,Africa,Europe,normal,1
3314.4,3.08,1.547,3.551,0.0724,1299.99,2.647,road,low_cost,Africa,Africa,high,0
1288.5,1.0,4.033,4.246,0.3162,3995.16,1.291,air,standard,Africa,Asia,normal,1
1599.8,2.22,2.737,1.443,0.2062,11968.45,4.63,air,standard,Europe,Africa,high,0
4280.8,1.47,2.565,3.335,0.0994,2957.86,1.211,sea,standard,Asia,Europe,high,0
1041.9,2.22,1.308,1.084,0.2274,10517.39,2.336,road,standard,MENA,Asia,low,0
5185.6,1.42,1.859,2.747,0.3281,189.75,0.932,air,premium,Asia,Europe,high,0
4792.2,2.64,3.096,4.289,0.2206,4271.24,6.171,air,standard,Europe,Europe,low,1
2529.7,2.84,0.928,5.128,0.1939,3758.78,1.214,air,standard,MENA,Asia,normal,0
457.1,1.0,4.514,2.831,0.3259,17275.44,1.496,rail,low_cost,MENA,Asia,normal,1
2143.9,2.44,3.49,7.369,0.1345,11231.37,0.451,road,standard,MENA,Europe,normal,1
2380.2,3.09,1.643,4.049,0.1821,12173.01,1.399,air,standard,Europe,MENA,normal,0
2243.3,3.2,1.906,3.699,0.1657,21897.45,4.945,air,premium,Africa,Europe,normal,0
2107.0,2.55,2.668,1.594,0.3594,250.37,2.086,air,standard,Africa,Africa,low,0
1406.6,1.31,4.453,1.626,0.2683,1769.05,1.192,sea,standard,Europe,MENA,critical,1
3939.4,3.52,1.222,1.671,0.1941,6384.29,2.804,rail,standard,Europe,Asia,normal,0
1844.9,2.61,0.809,3.377,0.6165,951.78,7.114,road,premium,Africa,Africa,high,1
3225.8,2.82,1.574,5.373,0.2418,16764.47,1.399,air,standard,Asia,Asia,critical,0
3670.1,2.19,2.808,1.232,0.2014,19615.64,2.52,air,standard,Africa,Europe,critical,0
3143.1,1.7,3.865,2.117,0.2766,12171.4,2.235,air,standard,Africa,Asia,normal,1
3960.5,2.39,3.975,2.163,0.2738,1314.83,0.803,air,standard,Europe,Europe,normal,0
2283.7,2.16,0.802,1.947,0.1646,10795.14,2.096,air,standard,MENA,Africa,normal,0
3459.5,2.9,6.817,4.52,0.651,27780.95,1.678,sea,premium,Asia,Africa,normal,1
4791.4,2.18,3.466,3.498,0.4653,5914.41,1.166,sea,standard,Europe,Europe,high,1
6771.3,3.63,5.963,4.86,0.2863,10571.65,2.831,air,standard,Asia,Europe,normal,1
1120.8,2.15,3.534,2.778,0.1088,2857.75,2.259,road,standard,Africa,MENA,normal,0
3324.8,3.18,1.838,1.668,0.4316,947.84,2.907,sea,premium,Asia,MENA,high,1
5651.3,3.42,4.089,3.205,0.2036,4671.17,3.565,rail,standard,Africa,MENA,high,1
418.1,1.0,5.136,3.555,0.4652,1009.24,0.773,sea,standard,Europe,MENA,high,1
2012.0,3.6,5.626,1.437,0.1872,1941.69,1.713,air,premium,Asia,MENA,high,0
4091.2,2.58,2.643,8.029,0.4264,6822.35,5.096,road,standard,Africa,Asia,low,1
274.3,2.08,1.204,2.241,0.2825,12094.08,5.419,air,standard,Africa,Asia,high,1
8683.0,5.73,4.255,6.203,0.0062,106616.52,2.334,sea,premium,Europe,MENA,low,1
1517.1,1.23,1.177,2.929,0.5022,4760.71,5.11,air,standard,Africa,Africa,low,1
2708.4,2.91,2.435,3.603,0.1768,7501.42,6.178,road,standard,Asia,MENA,normal,1
7831.6,5.51,1.083,3.287,0.1742,3917.07,5.26,sea,standard,MENA,Africa,normal,1
6044.8,5.03,1.388,6.445,0.2698,4738.31,6.059,air,standard,MENA,Europe,normal,1
1912.3,2.39,2.916,5.349,0.1826,1768.84,2.753,sea,premium,Europe,Asia,normal,1
2606.5,2.94,2.322,2.064,0.2013,9280.59,2.588,sea,premium,Europe,Asia,normal,0
4793.8,3.08,3.442,5.156,0.2792,2400.76,1.449,sea,standard,MENA,Europe,high,1
3961.8,3.5,0.694,5.861,0.1276,49760.95,3.178,air,low_cost,Africa,Asia,normal,1
2278.6,1.0,3.65,2.988,0.3208,1792.22,3.477,rail,premium,Europe,Europe,normal,1
4178.3,2.62,3.819,3.746,0.0922,2985.86,3.345,air,low_cost,MENA,Asia,critical,1
4364.1,3.47,1.95,3.512,0.3175,1517.07,1.631,air,premium,Europe,Asia,normal,0
2383.1,1.76,3.126,3.556,0.1281,9433.0,5.8,air,low_cost,Asia,Africa,normal,1
4942.2,4.17,1.785,5.42,0.1518,3083.29,4.464,sea,standard,MENA,Europe,high,1
4173.9,2.37,3.771,3.308,0.3749,19602.87,6.204,road,standard,Europe,Africa,critical,1
3651.5,4.67,1.776,6.186,0.4859,1151.47,3.959,road,premium,Africa,Africa,low,1
1233.6,1.0,3.281,1.154,0.1553,1629.11,1.318,rail,standard,Africa,Asia,normal,0
2816.9,1.83,0.582,3.939,0.3583,24557.91,2.169,road,standard,Europe,Asia,low,1
2128.4,2.61,2.133,5.562,0.6061,4654.72,6.617,sea,low_cost,Asia,Europe,high,1
3796.3,1.06,1.804,3.601,0.5418,52866.46,2.77,air,premium,MENA,Asia,high,1
3444.1,2.49,5.852,4.467,0.5509,10828.81,1.523,air,standard,Africa,Europe,low,0
1959.4,1.46,2.018,4.645,0.2166,11655.42,0.528,air,standard,Africa,MENA,normal,0
4287.6,3.36,2.864,3.387,0.3317,3044.98,2.328,air,standard,MENA,Africa,normal,1
1153.6,1.0,2.192,3.125,0.1524,5213.65,2.25,rail,standard,Europe,Africa,normal,0
114.1,1.0,3.28,1.136,0.4601,5690.62,1.683,air,low_cost,MENA,Europe,normal,1
4147.6,1.0,3.279,8.004,0.0392,81826.83,1.426,rail,standard,Europe,MENA,high,1
5648.4,2.7,2.146,3.661,0.2242,10657.05,3.692,sea,standard,Africa,Africa,high,1
2951.8,1.12,2.344,5.455,0.0641,14070.82,8.221,road,premium,MENA,Africa,low,1
3227.1,3.97,3.301,5.382,0.2402,279.97,2.626,air,premium,Asia,MENA,low,1
797.2,1.67,4.606,1.177,0.2042,17240.49,5.068,air,premium,Europe,Europe,high,0
832.3,1.0,3.849,4.455,0.0871,458.45,2.071,sea,low_cost,Asia,Europe,high,1
1861.2,1.1,1.448,4.289,0.161,532.18,1.527,road,premium,Europe,Europe,critical,0
745.0,1.0,3.081,1.765,0.4211,1860.31,2.902,air,low_cost,MENA,MENA,critical,1
5545.5,5.82,3.631,7.29,0.273,11499.08,8.145,air,premium,Africa,Asia,normal,1
5625.4,5.2,2.397,1.616,0.222,7354.97,2.814,air,standard,Asia,Africa,normal,0
1480.2,3.7,3.038,1.629,0.4679,3530.8,2.421,air,standard,Asia,Africa,normal,1
3848.6,3.05,0.559,2.208,0.1436,5586.23,5.092,sea,standard,Asia,Africa,normal,1
7078.4,5.06,4.042,3.712,0.1562,18244.91,4.154,road,standard,Asia,Asia,low,1
4125.2,5.13,0.853,3.637,0.2672,91067.18,3.405,sea,premium,MENA,Africa,normal,1
3253.4,2.78,4.731,1.722,0.3885,35844.45,2.278,air,standard,Asia,Europe,low,1
3019.1,2.21,4.093,0.569,0.1434,334.1,0.75,sea,standard,Africa,Africa,critical,0
3739.6,4.85,0.695,1.868,0.3472,10228.79,2.386,sea,standard,Europe,Asia,high,1
2887.4,3.5,4.448,1.16,0.0421,16804.65,5.65,road,premium,Africa,MENA,normal,1
1504.5,1.88,1.438,4.42,0.1857,1492.32,0.97,air,standard,MENA,Europe,normal,0
1862.3,4.05,3.462,2.658,0.4036,2277.82,1.57,sea,premium,Asia,Africa,normal,1
1527.4,1.72,2.07,4.309,0.267,3939.75,0.357,rail,standard,MENA,Africa,normal,1
