route_distance_km,planned_transit_days,customs_complexity_score,weather_risk_score,historical_route_delay_rate,cargo_value_usd,port_congestion_score,shipment_mode,carrier_type,origin_region,destination_region,shipment_priority,is_delayed
3835.2,2.99,1.427,1.268,0.2535,3400.05,1.235,air,low_cost,Europe,Asia,high,0
2117.7,3.81,5.885,6.496,0.2699,9498.92,5.025,rail,low_cost,Europe,Europe,normal,1
3917.8,3.83,2.765,2.893,0.4408,4937.88,4.359,sea,standard,MENA,Asia,normal,1
7138.7,5.04,8.165,1.111,0.0921,1871.41,5.582,sea,premium,Europe,Africa,normal,1
8335.4,6.87,4.283,3.317,0.2568,2173.24,1.319,sea,premium,Europe,MENA,critical,1
6230.5,4.0,1.099,1.969,0.1196,11990.37,5.401,sea,standard,Europe,MENA,high,1
2230.6,2.8,2.397,4.502,0.2987,9342.04,0.515,sea,low_cost,Europe,Africa,normal,1
5148.8,2.71,1.349,0.361,0.117,1589.59,0.908,air,standard,Europe,Asia,normal,0
2332.1,1.53,3.235,2.458,0.2755,1391.39,2.56,air,standard,Asia,Asia,low,1
2347.6,1.0,5.493,2.062,0.0631,1922.25,2.083,sea,standard,Asia,Africa,normal,1
4475.7,4.17,1.467,1.64,0.2824,4645.47,1.838,air,standard,MENA,Africa,normal,0
4850.2,5.09,4.345,0.914,0.2459,1301.97,2.327,air,standard,Asia,MENA,normal,1
7991.9,5.25,1.41,7.865,0.1196,512.76,4.071,sea,premium,Europe,Africa,normal,1
13883.3,8.91,2.336,2.828,0.3381,2159.55,1.579,air,standard,MENA,Asia,high,1
1970.2,3.18,3.071,6.922,0.3558,1108.08,0.585,road,standard,Asia,MENA,low,1
7375.6,6.74,2.633,2.218,0.2169,3121.79,1.876,road,standard,Asia,Asia,normal,1
5743.2,2.36,0.316,6.637,0.1958,2340.58,6.491,road,low_cost,MENA,Africa,high,1
1317.1,2.97,2.541,1.325,0.3419,2905.24,0.607,air,standard,Europe,Asia,normal,0
9380.3,7.67,1.941,6.333,0.0739,11579.08,4.671,sea,low_cost,MENA,MENA,low,1
1078.5,1.0,5.966,2.551,0.1692,51098.22,1.081,sea,premium,Europe,MENA,low,1
7116.7,4.24,0.026,5.07,0.2239,3916.55,2.777,road,low_cost,Africa,MENA,normal,1
2168.7,3.37,2.143,3.151,0.0713,48281.59,0.447,air,standard,Africa,Europe,critical,0
13401.1,10.56,3.026,2.409,0.2368,36883.02,1.243,air,standard,Africa,Africa,critical,0
4758.3,4.78,2.463,4.117,0.0917,718.29,1.222,road,standard,Europe,Asia,normal,0
6539.4,3.9,2.042,4.402,0.0875,1587.42,1.857,sea,standard,Europe,Europe,low,1
6729.7,5.47,2.136,5.144,0.0434,30926.35,1.629,sea,low_cost,MENA,Asia,high,1
4727.2,4.45,7.311,4.411,0.1346,5960.52,3.399,air,premium,MENA,MENA,high,1
6456.4,4.54,0.435,4.186,0.2726,2628.35,3.278,air,standard,Europe,Africa,high,1
1433.2,2.18,4.5,3.175,0.2073,7460.15,3.899,sea,standard,Europe,MENA,normal,1
3047.6,4.33,1.096,2.827,0.1552,861.77,1.129,sea,standard,Europe,Africa,low,0
1480.5,2.43,3.613,0.476,0.3543,3519.26,3.873,road,standard,MENA,Asia,normal,1
12571.6,11.6,2.11,1.271,0.0499,407.15,1.856,sea,premium,Europe,Asia,low,0
9659.6,6.46,5.052,7.34,0.3385,7227.27,4.553,sea,premium,Asia,Europe,normal,1
12062.5,8.49,1.605,7.66,0.1083,20871.97,0.425,sea,standard,Europe,Africa,normal,1
4966.2,2.32,3.084,1.954,0.4848,2498.65,3.452,sea,low_cost,MENA,Europe,normal,1
5137.4,3.74,4.089,2.238,0.2005,3323.71,1.376,air,standard,Africa,Africa,high,0
7210.4,5.02,6.39,1.297,0.172,2699.36,2.929,sea,premium,Europe,Europe,low,1
1355.8,1.0,1.9,5.153,0.4982,2981.05,0.956,air,premium,MENA,Asia,normal,1
12424.3,7.34,3.634,4.698,0.4503,469.01,4.071,sea,standard,Africa,Africa,high,1
6738.7,5.14,2.585,2.884,0.1781,22197.21,4.246,rail,standard,Europe,MENA,normal,1
2191.1,1.43,4.548,0.327,0.2113,1049.26,1.291,sea,premium,Europe,Europe,low,1
9003.5,7.43,3.585,4.122,0.0707,3335.35,2.153,sea,standard,MENA,Africa,high,1
2889.9,3.23,3.442,6.075,0.2007,682.25,2.368,road,low_cost,Europe,Africa,normal,0
7264.8,4.63,4.916,5.215,0.2052,130.93,2.541,rail,premium,Asia,Asia,high,1
7902.1,6.93,2.78,1.552,0.3348,11649.39,6.335,road,low_cost,Europe,Africa,normal,1
4682.5,4.13,2.221,1.003,0.1327,2280.23,4.647,road,premium,MENA,Africa,normal,0
8700.4,5.75,4.389,0.745,0.2348,47910.97,1.198,sea,premium,Europe,MENA,critical,0
3153.0,1.0,5.691,5.74,0.2999,8348.02,6.166,sea,low_cost,Africa,Asia,low,1
2257.4,1.43,4.996,1.567,0.159,188.95,4.861,sea,standard,MENA,Europe,high,1
4988.4,4.23,0.281,3.938,0.3106,1462.39,5.37,air,premium,Europe,Asia,low,1
4915.7,6.09,1.906,1.327,0.4822,2128.94,5.339,sea,low_cost,Europe,MENA,normal,1
5848.3,4.23,2.75,5.065,0.1475,7882.09,1.458,road,low_cost,Asia,Asia,low,0
2148.2,1.08,1.917,5.708,0.3718,5204.08,0.817,sea,standard,Asia,MENA,normal,1
5665.5,6.95,5.232,5.983,0.2039,18152.6,6.238,road,premium,Europe,Africa,normal,1
837.9,1.0,1.808,4.261,0.5802,623.21,5.294,road,standard,Asia,Europe,low,1
5881.1,5.52,4.028,2.556,0.3572,2190.06,3.332,rail,low_cost,Asia,Africa,normal,1
11424.8,8.25,2.219,5.805,0.5394,4097.21,3.562,air,standard,Europe,Africa,low,1
6543.8,2.86,2.957,1.14,0.1747,2245.14,4.394,sea,premium,Africa,Asia,high,1
4923.7,3.84,1.405,2.814,0.3239,4762.55,1.577,air,standard,Asia,Europe,normal,0
1228.7,1.0,1.958,4.274,0.1177,10822.68,0.797,air,premium,Africa,Europe,high,0
10730.7,7.89,1.269,6.149,0.1964,1850.14,2.138,air,standard,Europe,Asia,normal,1
8314.2,5.03,1.586,2.511,0.1125,258.18,1.908,rail,low_cost,Europe,MENA,high,0
5536.7,5.72,2.972,1.025,0.3167,970.63,2.829,air,standard,Europe,Asia,critical,0
5518.3,2.86,4.321,5.951,0.267,385.15,1.729,air,standard,Africa,Africa,high,1
2794.6,1.0,1.273,2.986,0.3315,763.54,0.759,air,premium,Asia,Asia,critical,0
9726.5,7.37,0.676,2.57,0.459,8102.86,1.648,air,premium,Asia,Asia,normal,0
1818.8,1.0,0.901,1.722,0.4135,5992.58,4.632,air,standard,MENA,Europe,high,1
4512.0,2.85,0.163,3.879,0.1132,5532.29,1.968,sea,standard,Europe,Asia,low,0
1620.2,3.25,5.287,1.483,0.1493,3641.69,2.456,sea,low_cost,MENA,Europe,normal,1
2227.8,1.54,1.18,3.261,0.1068,3569.98,2.273,air,standard,Asia,Europe,normal,0
5021.5,5.52,1.64,7.634,0.1992,5503.13,1.024,sea,premium,Asia,Africa,normal,1
11830.1,7.22,3.375,1.602,0.1359,3339.27,6.333,rail,standard,Asia,Africa,normal,1
7368.7,6.71,1.775,3.151,0.2746,241.72,1.218,sea,standard,MENA,Africa,normal,1
1106.0,1.0,3.195,3.129,0.4039,341.91,2.265,rail,standard,Asia,Asia,normal,1
1759.8,1.0,0.279,0.722,0.1511,6560.32,2.497,road,standard,Europe,Asia,high,0
1217.2,1.92,6.984,2.078,0.1284,11489.98,3.388,air,standard,Asia,Africa,high,1
3894.6,2.54,2.517,3.639,0.1411,20438.11,1.403,rail,standard,Africa,MENA,normal,0
3178.9,2.51,2.74,2.261,0.1762,679.75,2.226,road,premium,Europe,Asia,normal,0
8741.6,7.54,2.172,1.984,0.3556,2170.37,2.425,sea,premium,Asia,Africa,low,1
4748.3,4.19,2.707,3.216,0.202,39532.15,2.87,road,premium,Asia,Africa,critical,0
5108.8,2.29,1.729,3.451,0.2079,2377.94,3.409,sea,standard,MENA,Europe,normal,1
4203.5,4.06,0.861,2.565,0.1977,13987.11,0.635,sea,standard,Africa,Europe,low,0
2768.5,2.46,3.077,3.489,0.214,81579.11,0.846,air,standard,Africa,Europe,high,0
1327.9,2.93,0.894,3.783,0.27,18557.02,3.346,road,standard,Asia,Europe,low,1
4619.1,2.6,0.981,1.879,0.1252,8024.6,0.633,rail,low_cost,Africa,MENA,normal,0
9541.2,6.9,3.294,1.647,0.3258,85.03,2.164,rail,premium,Europe,Europe,normal,1
8128.4,4.77,1.532,3.791,0.1483,2686.98,5.2,sea,low_cost,Europe,Europe,critical,1
9019.7,5.82,0.854,3.169,0.2977,9937.05,1.476,air,premium,Europe,MENA,normal,0
9535.0,5.3,2.026,1.74,0.4324,5963.18,2.264,road,low_cost,MENA,Africa,high,1
3302.2,3.77,2.694,2.432,0.0713,33145.73,3.946,sea,standard,Africa,Asia,normal,1
8422.9,6.03,3.051,1.058,0.2129,1588.18,1.95,road,standard,Europe,Asia,normal,1
3311.7,3.73,1.351,0.668,0.281,10929.34,5.477,rail,standard,Asia,Europe,critical,0
1203.6,3.87,1.714,1.073,0.0188,605.15,3.135,sea,standard,MENA,Africa,low,0
5944.7,5.02,1.786,3.03,0.4803,58598.78,2.018,sea,standard,Asia,Africa,high,1
1893.8,1.0,6.128,3.723,0.0831,1376.71,3.412,road,standard,Europe,Asia,low,1
7079.3,4.11,1.949,8.902,0.316,3066.1,1.007,sea,standard,MENA,MENA,low,1
5884.8,3.54,1.167,2.955,0.1237,1340.67,2.09,air,premium,MENA,Europe,normal,0
5461.6,4.01,0.777,0.082,0.099,38970.17,3.447,air,standard,Africa,Africa,normal,0
4759.1,3.47,1.34,4.067,0.1173,15060.81,1.38,road,standard,Africa,MENA,high,0
8644.4,7.3,2.34,2.377,0.4179,3245.56,5.879,road,standard,Africa,MENA,normal,1
14422.8,11.15,0.366,2.848,0.6397,10051.62,2.622,rail,standard,Europe,MENA,normal,1
8618.4,4.99,2.92,3.614,0.2256,2951.55,6.057,sea,low_cost,Asia,Asia,normal,1
4566.0,2.67,2.083,3.658,0.1586,3400.66,3.244,road,standard,Asia,Europe,normal,1
11153.1,8.39,1.142,3.187,0.4119,2958.84,1.626,sea,low_cost,Africa,Africa,low,1
7694.6,6.05,2.336,4.043,0.2609,12536.66,2.254,road,standard,Asia,Africa,normal,1
1974.2,1.15,1.056,3.483,0.1316,13405.97,2.22,air,low_cost,MENA,Europe,high,0
3473.1,3.02,1.272,3.001,0.0748,2581.57,2.229,sea,standard,MENA,MENA,high,0
2062.4,1.0,6.563,4.092,0.429,1323.52,3.959,sea,premium,Europe,Asia,critical,1
9860.3,7.04,3.88,5.224,0.4676,43276.19,3.817,air,standard,Europe,Asia,normal,1
5901.2,4.75,5.06,3.515,0.1253,31234.17,4.042,road,standard,Asia,Africa,normal,1
1301.5,2.29,3.596,2.62,0.1612,4590.99,5.528,sea,standard,MENA,Europe,normal,1
1408.1,3.7,3.643,4.572,0.1935,3731.68,2.942,air,standard,MENA,MENA,normal,1
6398.4,5.45,1.783,3.747,0.2975,25501.33,6.6,sea,low_cost,MENA,Asia,critical,1
597.5,1.27,3.015,4.702,0.3835,4925.22,0.387,road,standard,Africa,Africa,high,1
1886.2,1.0,1.519,3.551,0.5011,3745.45,3.664,road,premium,MENA,Asia,normal,1
2236.3,1.63,0.751,1.714,0.4748,6109.82,3.444,air,premium,Asia,Africa,normal,1
2523.5,2.16,2.488,1.546,0.0939,2983.97,1.225,road,low_cost,Europe,Africa,high,0
5631.2,6.53,1.816,2.018,0.4924,2316.24,0.888,rail,standard,Asia,Africa,normal,1
1162.8,2.82,1.966,2.622,0.1893,56273.31,1.257,sea,low_cost,Asia,Asia,high,0
4008.8,1.57,4.719,1.923,0.1457,1807.49,1.184,air,premium,Asia,Asia,low,0
8138.8,5.8,2.161,3.775,0.446,2684.22,3.416,rail,standard,Africa,Asia,normal,1
8683.0,6.54,4.975,3.109,0.0572,1142.67,5.19,sea,standard,MENA,MENA,normal,1
3946.9,4.6,0.692,1.239,0.2541,15531.23,5.779,road,standard,Africa,Asia,normal,1
11194.3,8.24,3.691,2.562,0.1052,13107.27,1.922,sea,low_cost,MENA,MENA,critical,1
6656.2,4.38,0.563,1.614,0.0638,4398.93,2.72,sea,premium,MENA,Asia,high,0
3841.9,4.7,2.167,5.306,0.4204,2272.98,0.714,sea,standard,Asia,Africa,normal,0
6631.0,4.16,2.398,1.342,0.0256,7051.43,2.866,sea,premium,Asia,Europe,low,0
3298.1,1.0,3.124,1.953,0.4413,25748.94,0.53,air,premium,Europe,MENA,critical,0
1931.5,1.0,2.68,1.788,0.0351,6578.08,1.251,sea,standard,Africa,Europe,low,0
2755.9,2.08,2.524,1.624,0.1769,4273.84,7.114,sea,low_cost,Europe,Asia,critical,1
10119.1,7.12,0.26,1.071,0.2391,25234.22,1.741,sea,low_cost,Africa,Europe,critical,0
2739.8,1.66,1.489,5.627,0.1919,3939.7,3.373,air,low_cost,Asia,Africa,normal,1
6723.3,5.24,4.772,3.468,0.2052,285233.1,0.545,sea,standard,Africa,Europe,critical,1
1629.1,1.0,0.533,1.599,0.0973,5738.02,3.627,road,standard,Africa,Africa,normal,0
1488.2,2.29,1.998,2.985,0.1322,410.61,2.448,road,low_cost,Africa,MENA,critical,0
11174.2,8.2,1.206,3.927,0.3429,10319.99,1.763,air,standard,Asia,Africa,critical,1
14242.1,10.49,1.804,2.501,0.1757,7209.97,1.848,sea,standard,Africa,Africa,high,1
12331.1,7.51,6.025,2.847,0.2723,35074.11,1.443,air,low_cost,Europe,MENA,critical,1
2296.5,2.01,3.041,6.118,0.2729,9970.64,1.395,road,premium,MENA,Asia,normal,1
3056.7,2.37,3.697,3.361,0.5624,13227.57,1.657,road,premium,Asia,MENA,high,1
4518.3,1.49,5.691,2.264,0.2185,4829.48,5.646,air,standard,Asia,Africa,low,1
5980.1,5.32,3.016,4.41,0.3414,1613.49,4.875,air,low_cost,MENA,Asia,normal,1
4110.7,2.22,2.785,3.063,0.1661,2294.19,3.309,air,low_cost,Europe,Asia,low,1
5194.0,2.81,4.193,5.125,0.1951,6048.26,1.957,sea,standard,Europe,Asia,normal,1
661.7,1.0,4.679,1.982,0.2057,5847.56,4.335,sea,standard,Europe,Europe,normal,1
4220.4,4.47,1.648,7.605,0.2693,1883.4,5.208,air,standard,Asia,Europe,normal,1
6438.8,2.57,4.257,3.684,0.3331,7937.7,1.577,sea,low_cost,Asia,Asia,normal,1
2227.2,4.05,2.252,2.857,0.5203,9757.8,2.785,sea,standard,Africa,Africa,normal,1
451.7,1.0,1.327,6.205,0.0266,37085.39,1.304,road,standard,Asia,Europe,low,0
4325.2,5.32,2.907,3.852,0.1207,10676.67,0.86,air,standard,MENA,Asia,normal,0
6227.2,7.76,1.505,7.445,0.1982,13961.91,1.691,air,standard,MENA,Asia,normal,0
8149.1,6.54,5.538,2.948,0.1058,2684.52,4.17,road,premium,Asia,Asia,high,1
3717.2,1.38,2.386,4.432,0.1232,2216.25,4.266,sea,premium,Europe,MENA,high,1
6591.2,6.58,1.607,6.007,0.0411,2770.84,3.845,road,low_cost,Europe,Africa,critical,1
3077.8,3.3,1.137,3.934,0.3553,22123.47,3.159,air,standard,Europe,MENA,normal,1
6730.3,3.35,2.619,4.954,0.1681,12921.33,4.796,road,standard,MENA,MENA,high,1
9128.7,5.37,1.977,2.039,0.0635,299.23,3.578,sea,standard,Africa,Asia,critical,0
1362.2,1.88,4.673,1.672,0.2737,2232.25,3.953,road,premium,Africa,Africa,low,1
4229.4,4.42,5.312,0.663,0.3759,14164.49,1.367,air,standard,Asia,Africa,critical,1
3569.0,4.48,3.355,2.55,0.1085,3659.82,4.338,rail,low_cost,Europe,Africa,normal,1
960.1,1.41,2.065,3.971,0.3431,10773.9,4.669,sea,standard,Asia,Asia,normal,1
5787.6,5.23,2.047,3.954,0.1076,31017.76,2.69,air,premium,Africa,Europe,low,0
6088.8,5.16,3.488,1.848,0.0649,7025.26,3.15,sea,premium,Europe,Africa,normal,0
2466.1,1.97,1.433,0.242,0.3478,58947.12,3.687,air,premium,Europe,MENA,normal,0
3039.4,2.08,2.038,1.848,0.1859,4543.31,3.478,air,standard,Asia,MENA,low,0
11078.3,9.12,4.857,4.252,0.1457,286.74,0.72,air,standard,Asia,Asia,low,1
510.6,1.0,6.394,6.994,0.3026,21487.54,4.933,sea,low_cost,Africa,Europe,high,1
11437.3,8.28,2.812,3.359,0.0883,10421.76,4.86,road,standard,MENA,Europe,normal,1
3080.0,2.95,2.288,1.009,0.3681,7366.24,2.491,sea,low_cost,Asia,Asia,normal,1
1479.3,2.48,5.57,4.266,0.2309,7314.73,3.939,sea,standard,Europe,Asia,normal,1
6330.9,3.8,1.573,4.807,0.2463,2463.57,2.325,sea,standard,MENA,Europe,high,1
8545.6,6.61,2.391,1.746,0.3777,7593.28,1.266,rail,premium,Asia,Asia,normal,0
3274.6,2.61,3.152,2.556,0.2385,45086.45,1.297,rail,standard,Europe,Europe,normal,0
2977.4,2.94,1.801,1.107,0.2658,1621.28,3.289,air,premium,Africa,Africa,normal,0
2629.1,5.2,1.165,6.836,0.0337,16822.28,3.481,road,standard,Africa,MENA,high,1
3814.9,4.87,0.195,6.568,0.109,17411.34,2.847,air,low_cost,Europe,Asia,high,1
6611.9,5.63,1.558,4.379,0.0698,811.24,1.717,rail,premium,Africa,Africa,critical,0
10860.6,6.84,4.604,2.258,0.3567,12351.09,1.335,air,standard,Europe,Asia,high,1
6690.0,4.73,3.493,1.815,0.3241,2369.43,0.477,road,standard,MENA,Europe,high,1
10676.6,3.67,5.919,6.247,0.0533,5471.23,6.475,road,premium,Africa,Africa,normal,1
6081.6,5.5,1.799,1.544,0.1862,16278.72,3.12,road,premium,Europe,Europe,normal,0
8592.6,6.26,2.944,1.445,0.1373,11527.18,1.432,air,premium,MENA,MENA,normal,0
3080.1,1.0,4.556,1.34,0.2936,9413.76,3.246,air,standard,MENA,MENA,normal,1
3297.7,3.78,2.732,6.304,0.4131,29038.13,1.063,sea,premium,Africa,Europe,normal,1
327.4,3.94,1.263,4.706,0.1786,11826.53,1.715,rail,standard,MENA,Africa,high,1
12231.6,8.11,2.567,3.784,0.0983,74122.27,3.837,air,standard,MENA,Africa,critical,1
5214.9,3.2,0.291,4.155,0.3215,1439.42,4.176,air,standard,Europe,Asia,normal,1
377.5,1.0,3.359,7.229,0.2219,2962.58,2.251,road,low_cost,Asia,Europe,high,1
9098.1,7.1,1.161,2.135,0.2883,25941.82,2.485,sea,standard,Europe,MENA,normal,1
1048.5,3.38,4.42,3.208,0.2852,22826.49,3.349,sea,standard,MENA,MENA,high,1
8921.1,5.1,5.836,1.132,0.0835,3071.15,0.236,sea,premium,Africa,Europe,normal,0
3810.6,2.91,2.348,1.935,0.0346,5241.58,0.938,air,standard,Africa,Asia,normal,0
5578.0,4.88,1.34,2.148,0.2388,4348.9,1.948,sea,low_cost,Europe,Europe,high,1
2424.6,4.11,0.247,1.642,0.2313,25685.08,1.245,air,premium,Europe,Europe,normal,0
261.0,1.0,2.088,1.017,0.3123,36989.79,1.298,road,low_cost,Asia,Europe,low,0
10142.6,6.02,3.554,4.719,0.5044,33801.72,2.707,sea,standard,Asia,Asia,critical,1
2316.9,2.43,4.941,2.544,0.4296,9478.18,3.001,rail,low_cost,MENA,Africa,normal,1
10993.9,7.81,2.62,1.425,0.2849,3319.49,1.423,sea,premium,MENA,Europe,normal,1
1114.8,1.0,2.665,5.066,0.4556,2032.27,3.913,sea,standard,Europe,Asia,low,1
4285.2,3.89,2.928,5.018,0.1947,3414.49,1.867,sea,standard,Asia,Europe,low,1
5825.1,3.09,1.556,1.257,0.0787,6774.35,1.311,sea,standard,Asia,Africa,normal,0
4733.6,3.12,5.405,6.553,0.275,856.94,2.569,road,standard,MENA,MENA,normal,1
4261.1,4.62,3.099,3.686,0.2563,6175.07,0.493,air,standard,Africa,Asia,normal,1
3971.7,3.92,4.562,4.144,0.0786,4167.9,1.861,sea,low_cost,Asia,Europe,normal,1
4285.0,3.78,1.429,1.731,0.1608,19148.25,3.639,sea,standard,MENA,Africa,low,0
4366.1,3.62,1.698,0.442,0.1839,18550.63,4.151,sea,standard,Africa,Africa,critical,0
16845.8,11.92,2.519,3.082,0.0579,2440.09,3.981,air,standard,MENA,Asia,normal,1
3392.4,3.08,2.055,5.217,0.0343,10913.99,3.251,sea,premium,Europe,Europe,normal,1
2714.3,2.82,4.727,3.437,0.3109,15800.65,1.354,air,standard,Europe,Africa,normal,1
5749.7,4.43,2.594,4.636,0.0428,10188.42,0.392,air,standard,Asia,Asia,normal,0
6293.0,7.55,3.552,6.323,0.3634,5945.11,0.911,sea,premium,Africa,Asia,normal,1
3497.8,3.48,0.654,3.167,0.3158,2807.8,2.086,sea,standard,MENA,Europe,critical,1
1736.3,1.17,1.206,5.265,0.1015,24141.87,5.189,air,standard,Asia,Africa,normal,1
2779.2,1.66,3.051,7.163,0.5302,22068.39,7.27,air,premium,MENA,Europe,normal,1
3530.1,2.35,5.086,2.135,0.3725,853.82,0.996,sea,standard,Africa,Asia,normal,1
1418.1,1.0,3.121,2.479,0.5559,16387.44,1.593,sea,standard,MENA,Africa,critical,1
5627.0,1.01,3.554,4.425,0.2572,36700.57,0.586,air,premium,Africa,Europe,normal,0
4199.7,2.21,1.575,2.65,0.1213,7028.37,1.911,air,standard,MENA,Africa,normal,0
556.9,1.76,0.745,3.808,0.0897,330.65,3.652,sea,standard,MENA,Africa,critical,1
2546.2,1.42,1.567,4.805,0.1695,945.76,0.793,air,standard,MENA,Africa,low,0
1863.3,1.72,1.411,2.354,0.051,26803.98,0.978,road,premium,Asia,MENA,high,0
7965.4,4.57,3.61,0.896,0.2142,33839.12,2.039,sea,standard,Europe,Africa,low,1
529.5,1.96,3.468,3.276,0.3786,5787.86,4.113,air,premium,Africa,Europe,high,1
